interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2025-10-26 16:20:00-07:00,2025-10-26 23:20:00+00:00,2025-10-26 16:25:00-07:00,2025-10-26 23:25:00+00:00,20973
2025-10-26 16:25:00-07:00,2025-10-26 23:25:00+00:00,2025-10-26 16:30:00-07:00,2025-10-26 23:30:00+00:00,21120
2025-10-26 16:30:00-07:00,2025-10-26 23:30:00+00:00,2025-10-26 16:35:00-07:00,2025-10-26 23:35:00+00:00,21303
2025-10-26 16:35:00-07:00,2025-10-26 23:35:00+00:00,2025-10-26 16:40:00-07:00,2025-10-26 23:40:00+00:00,21534
2025-10-26 16:40:00-07:00,2025-10-26 23:40:00+00:00,2025-10-26 16:45:00-07:00,2025-10-26 23:45:00+00:00,21646
2025-10-26 16:45:00-07:00,2025-10-26 23:45:00+00:00,2025-10-26 16:50:00-07:00,2025-10-26 23:50:00+00:00,21861
2025-10-26 16:50:00-07:00,2025-10-26 23:50:00+00:00,2025-10-26 16:55:00-07:00,2025-10-26 23:55:00+00:00,22066
2025-10-26 16:55:00-07:00,2025-10-26 23:55:00+00:00,2025-10-26 17:00:00-07:00,2025-10-27 00:00:00+00:00,22248
2025-10-26 17:00:00-07:00,2025-10-27 00:00:00+00:00,2025-10-26 17:05:00-07:00,2025-10-27 00:05:00+00:00,22458
2025-10-26 17:05:00-07:00,2025-10-27 00:05:00+00:00,2025-10-26 17:10:00-07:00,2025-10-27 00:10:00+00:00,22645
2025-10-26 17:10:00-07:00,2025-10-27 00:10:00+00:00,2025-10-26 17:15:00-07:00,2025-10-27 00:15:00+00:00,22677
2025-10-26 17:15:00-07:00,2025-10-27 00:15:00+00:00,2025-10-26 17:20:00-07:00,2025-10-27 00:20:00+00:00,23024
2025-10-26 17:20:00-07:00,2025-10-27 00:20:00+00:00,2025-10-26 17:25:00-07:00,2025-10-27 00:25:00+00:00,23220
2025-10-26 17:25:00-07:00,2025-10-27 00:25:00+00:00,2025-10-26 17:30:00-07:00,2025-10-27 00:30:00+00:00,23411
2025-10-26 17:30:00-07:00,2025-10-27 00:30:00+00:00,2025-10-26 17:35:00-07:00,2025-10-27 00:35:00+00:00,23568
2025-10-26 17:35:00-07:00,2025-10-27 00:35:00+00:00,2025-10-26 17:40:00-07:00,2025-10-27 00:40:00+00:00,23752
2025-10-26 17:40:00-07:00,2025-10-27 00:40:00+00:00,2025-10-26 17:45:00-07:00,2025-10-27 00:45:00+00:00,23938
2025-10-26 17:45:00-07:00,2025-10-27 00:45:00+00:00,2025-10-26 17:50:00-07:00,2025-10-27 00:50:00+00:00,24094
2025-10-26 17:50:00-07:00,2025-10-27 00:50:00+00:00,2025-10-26 17:55:00-07:00,2025-10-27 00:55:00+00:00,24227
2025-10-26 17:55:00-07:00,2025-10-27 00:55:00+00:00,2025-10-26 18:00:00-07:00,2025-10-27 01:00:00+00:00,24374
2025-10-26 18:00:00-07:00,2025-10-27 01:00:00+00:00,2025-10-26 18:05:00-07:00,2025-10-27 01:05:00+00:00,24575
2025-10-26 18:05:00-07:00,2025-10-27 01:05:00+00:00,2025-10-26 18:10:00-07:00,2025-10-27 01:10:00+00:00,24617
2025-10-26 18:10:00-07:00,2025-10-27 01:10:00+00:00,2025-10-26 18:15:00-07:00,2025-10-27 01:15:00+00:00,24579
2025-10-26 18:15:00-07:00,2025-10-27 01:15:00+00:00,2025-10-26 18:20:00-07:00,2025-10-27 01:20:00+00:00,24689
2025-10-26 18:20:00-07:00,2025-10-27 01:20:00+00:00,2025-10-26 18:25:00-07:00,2025-10-27 01:25:00+00:00,24814
2025-10-26 18:25:00-07:00,2025-10-27 01:25:00+00:00,2025-10-26 18:30:00-07:00,2025-10-27 01:30:00+00:00,24961
2025-10-26 18:30:00-07:00,2025-10-27 01:30:00+00:00,2025-10-26 18:35:00-07:00,2025-10-27 01:35:00+00:00,25092
2025-10-26 18:35:00-07:00,2025-10-27 01:35:00+00:00,2025-10-26 18:40:00-07:00,2025-10-27 01:40:00+00:00,25164
2025-10-26 18:40:00-07:00,2025-10-27 01:40:00+00:00,2025-10-26 18:45:00-07:00,2025-10-27 01:45:00+00:00,25188
2025-10-26 18:45:00-07:00,2025-10-27 01:45:00+00:00,2025-10-26 18:50:00-07:00,2025-10-27 01:50:00+00:00,25184
2025-10-26 18:50:00-07:00,2025-10-27 01:50:00+00:00,2025-10-26 18:55:00-07:00,2025-10-27 01:55:00+00:00,25197
2025-10-26 18:55:00-07:00,2025-10-27 01:55:00+00:00,2025-10-26 19:00:00-07:00,2025-10-27 02:00:00+00:00,25194
2025-10-26 19:00:00-07:00,2025-10-27 02:00:00+00:00,2025-10-26 19:05:00-07:00,2025-10-27 02:05:00+00:00,25172
2025-10-26 19:05:00-07:00,2025-10-27 02:05:00+00:00,2025-10-26 19:10:00-07:00,2025-10-27 02:10:00+00:00,25141
2025-10-26 19:10:00-07:00,2025-10-27 02:10:00+00:00,2025-10-26 19:15:00-07:00,2025-10-27 02:15:00+00:00,25088
2025-10-26 19:15:00-07:00,2025-10-27 02:15:00+00:00,2025-10-26 19:20:00-07:00,2025-10-27 02:20:00+00:00,25082
2025-10-26 19:20:00-07:00,2025-10-27 02:20:00+00:00,2025-10-26 19:25:00-07:00,2025-10-27 02:25:00+00:00,24973
2025-10-26 19:25:00-07:00,2025-10-27 02:25:00+00:00,2025-10-26 19:30:00-07:00,2025-10-27 02:30:00+00:00,24967
2025-10-26 19:30:00-07:00,2025-10-27 02:30:00+00:00,2025-10-26 19:35:00-07:00,2025-10-27 02:35:00+00:00,24931
2025-10-26 19:35:00-07:00,2025-10-27 02:35:00+00:00,2025-10-26 19:40:00-07:00,2025-10-27 02:40:00+00:00,24918
2025-10-26 19:40:00-07:00,2025-10-27 02:40:00+00:00,2025-10-26 19:45:00-07:00,2025-10-27 02:45:00+00:00,24869
2025-10-26 19:45:00-07:00,2025-10-27 02:45:00+00:00,2025-10-26 19:50:00-07:00,2025-10-27 02:50:00+00:00,24832
2025-10-26 19:50:00-07:00,2025-10-27 02:50:00+00:00,2025-10-26 19:55:00-07:00,2025-10-27 02:55:00+00:00,24791
2025-10-26 19:55:00-07:00,2025-10-27 02:55:00+00:00,2025-10-26 20:00:00-07:00,2025-10-27 03:00:00+00:00,24730
2025-10-26 20:00:00-07:00,2025-10-27 03:00:00+00:00,2025-10-26 20:05:00-07:00,2025-10-27 03:05:00+00:00,24633
2025-10-26 20:05:00-07:00,2025-10-27 03:05:00+00:00,2025-10-26 20:10:00-07:00,2025-10-27 03:10:00+00:00,24602
2025-10-26 20:10:00-07:00,2025-10-27 03:10:00+00:00,2025-10-26 20:15:00-07:00,2025-10-27 03:15:00+00:00,24548
2025-10-26 20:15:00-07:00,2025-10-27 03:15:00+00:00,2025-10-26 20:20:00-07:00,2025-10-27 03:20:00+00:00,24497
2025-10-26 20:20:00-07:00,2025-10-27 03:20:00+00:00,2025-10-26 20:25:00-07:00,2025-10-27 03:25:00+00:00,24380
2025-10-26 20:25:00-07:00,2025-10-27 03:25:00+00:00,2025-10-26 20:30:00-07:00,2025-10-27 03:30:00+00:00,24369
2025-10-26 20:30:00-07:00,2025-10-27 03:30:00+00:00,2025-10-26 20:35:00-07:00,2025-10-27 03:35:00+00:00,24331
2025-10-26 20:35:00-07:00,2025-10-27 03:35:00+00:00,2025-10-26 20:40:00-07:00,2025-10-27 03:40:00+00:00,24220
2025-10-26 20:40:00-07:00,2025-10-27 03:40:00+00:00,2025-10-26 20:45:00-07:00,2025-10-27 03:45:00+00:00,24180
2025-10-26 20:45:00-07:00,2025-10-27 03:45:00+00:00,2025-10-26 20:50:00-07:00,2025-10-27 03:50:00+00:00,24118
2025-10-26 20:50:00-07:00,2025-10-27 03:50:00+00:00,2025-10-26 20:55:00-07:00,2025-10-27 03:55:00+00:00,24055
2025-10-26 20:55:00-07:00,2025-10-27 03:55:00+00:00,2025-10-26 21:00:00-07:00,2025-10-27 04:00:00+00:00,24031
2025-10-26 21:00:00-07:00,2025-10-27 04:00:00+00:00,2025-10-26 21:05:00-07:00,2025-10-27 04:05:00+00:00,23896
2025-10-26 21:05:00-07:00,2025-10-27 04:05:00+00:00,2025-10-26 21:10:00-07:00,2025-10-27 04:10:00+00:00,24006
2025-10-26 21:10:00-07:00,2025-10-27 04:10:00+00:00,2025-10-26 21:15:00-07:00,2025-10-27 04:15:00+00:00,24050
2025-10-26 21:15:00-07:00,2025-10-27 04:15:00+00:00,2025-10-26 21:20:00-07:00,2025-10-27 04:20:00+00:00,23976
2025-10-26 21:20:00-07:00,2025-10-27 04:20:00+00:00,2025-10-26 21:25:00-07:00,2025-10-27 04:25:00+00:00,23931
2025-10-26 21:25:00-07:00,2025-10-27 04:25:00+00:00,2025-10-26 21:30:00-07:00,2025-10-27 04:30:00+00:00,23866
2025-10-26 21:30:00-07:00,2025-10-27 04:30:00+00:00,2025-10-26 21:35:00-07:00,2025-10-27 04:35:00+00:00,23750
2025-10-26 21:35:00-07:00,2025-10-27 04:35:00+00:00,2025-10-26 21:40:00-07:00,2025-10-27 04:40:00+00:00,23681
2025-10-26 21:40:00-07:00,2025-10-27 04:40:00+00:00,2025-10-26 21:45:00-07:00,2025-10-27 04:45:00+00:00,23575
2025-10-26 21:45:00-07:00,2025-10-27 04:45:00+00:00,2025-10-26 21:50:00-07:00,2025-10-27 04:50:00+00:00,23510
2025-10-26 21:50:00-07:00,2025-10-27 04:50:00+00:00,2025-10-26 21:55:00-07:00,2025-10-27 04:55:00+00:00,23401
2025-10-26 21:55:00-07:00,2025-10-27 04:55:00+00:00,2025-10-26 22:00:00-07:00,2025-10-27 05:00:00+00:00,23408
2025-10-26 22:00:00-07:00,2025-10-27 05:00:00+00:00,2025-10-26 22:05:00-07:00,2025-10-27 05:05:00+00:00,23328
2025-10-26 22:05:00-07:00,2025-10-27 05:05:00+00:00,2025-10-26 22:10:00-07:00,2025-10-27 05:10:00+00:00,23281
2025-10-26 22:10:00-07:00,2025-10-27 05:10:00+00:00,2025-10-26 22:15:00-07:00,2025-10-27 05:15:00+00:00,23231
2025-10-26 22:15:00-07:00,2025-10-27 05:15:00+00:00,2025-10-26 22:20:00-07:00,2025-10-27 05:20:00+00:00,23120
2025-10-26 22:20:00-07:00,2025-10-27 05:20:00+00:00,2025-10-26 22:25:00-07:00,2025-10-27 05:25:00+00:00,23020
2025-10-26 22:25:00-07:00,2025-10-27 05:25:00+00:00,2025-10-26 22:30:00-07:00,2025-10-27 05:30:00+00:00,22895
2025-10-26 22:30:00-07:00,2025-10-27 05:30:00+00:00,2025-10-26 22:35:00-07:00,2025-10-27 05:35:00+00:00,22780
2025-10-26 22:35:00-07:00,2025-10-27 05:35:00+00:00,2025-10-26 22:40:00-07:00,2025-10-27 05:40:00+00:00,22655
2025-10-26 22:40:00-07:00,2025-10-27 05:40:00+00:00,2025-10-26 22:45:00-07:00,2025-10-27 05:45:00+00:00,22514
2025-10-26 22:45:00-07:00,2025-10-27 05:45:00+00:00,2025-10-26 22:50:00-07:00,2025-10-27 05:50:00+00:00,22438
2025-10-26 22:50:00-07:00,2025-10-27 05:50:00+00:00,2025-10-26 22:55:00-07:00,2025-10-27 05:55:00+00:00,22292
2025-10-26 22:55:00-07:00,2025-10-27 05:55:00+00:00,2025-10-26 23:00:00-07:00,2025-10-27 06:00:00+00:00,22156
2025-10-26 23:00:00-07:00,2025-10-27 06:00:00+00:00,2025-10-26 23:05:00-07:00,2025-10-27 06:05:00+00:00,22015
2025-10-26 23:05:00-07:00,2025-10-27 06:05:00+00:00,2025-10-26 23:10:00-07:00,2025-10-27 06:10:00+00:00,21943
2025-10-26 23:10:00-07:00,2025-10-27 06:10:00+00:00,2025-10-26 23:15:00-07:00,2025-10-27 06:15:00+00:00,21840
2025-10-26 23:15:00-07:00,2025-10-27 06:15:00+00:00,2025-10-26 23:20:00-07:00,2025-10-27 06:20:00+00:00,21693
2025-10-26 23:20:00-07:00,2025-10-27 06:20:00+00:00,2025-10-26 23:25:00-07:00,2025-10-27 06:25:00+00:00,21578
2025-10-26 23:25:00-07:00,2025-10-27 06:25:00+00:00,2025-10-26 23:30:00-07:00,2025-10-27 06:30:00+00:00,21484
2025-10-26 23:30:00-07:00,2025-10-27 06:30:00+00:00,2025-10-26 23:35:00-07:00,2025-10-27 06:35:00+00:00,21351
2025-10-26 23:35:00-07:00,2025-10-27 06:35:00+00:00,2025-10-26 23:40:00-07:00,2025-10-27 06:40:00+00:00,21251
2025-10-26 23:40:00-07:00,2025-10-27 06:40:00+00:00,2025-10-26 23:45:00-07:00,2025-10-27 06:45:00+00:00,21091
2025-10-26 23:45:00-07:00,2025-10-27 06:45:00+00:00,2025-10-26 23:50:00-07:00,2025-10-27 06:50:00+00:00,21005
2025-10-26 23:50:00-07:00,2025-10-27 06:50:00+00:00,2025-10-26 23:55:00-07:00,2025-10-27 06:55:00+00:00,20917
2025-10-26 23:55:00-07:00,2025-10-27 06:55:00+00:00,2025-10-27 00:00:00-07:00,2025-10-27 07:00:00+00:00,20845
