area,latitude,longitude,node_id,node_type,index_right,us_state
CA,35.440039999987434,-119.13120483044938,0096WD_7_N001,GEN,4.0,California
CA,35.440039999987434,-119.13131516955065,0096WD_7_N002,LOAD,4.0,California
PACE,40.55616421922593,-111.90056,106THSO_LNODED1,LOAD,44.0,Utah
PACE,40.53944,-111.89667,118THSO_LNODER1,LOAD,44.0,Utah
PACE,40.55608289037062,-111.90049819809536,126THSO_LNODE_LDT1,LOAD,44.0,Utah
PACE,40.55608289037062,-111.90062180190463,126THSO_LNODE_LDT2,LOAD,44.0,Utah
PACE,40.73972,-111.88633,13THSO_LNODED2,LOAD,44.0,Utah
CA,35.60563922361469,-119.7083249,1501WDC2_7_ND001,GEN,4.0,California
PACE,41.22611,-111.96939,23RDST_LNODED3,LOAD,44.0,Utah
CA,35.294502,-118.854003,2C559EQ2_7_N001,GEN,4.0,California
CA,37.120002,-121.068834,2C577C1_7_N001,GEN,4.0,California
CA,34.509047,-117.919726,2PBLSM34_7_N001,GEN,4.0,California
CA,35.02051774,-119.0626791,3EMIDIO_6_N001,LOAD,4.0,California
CA,35.02051773995017,-119.06256889029795,3EMIDIO_6_N002,LOAD,4.0,California
CA,35.02042748414004,-119.0626791,3EMIDIO_6_N003,LOAD,4.0,California
PACE,37.800604,-113.158869,3PEAKS_1_BESS1GNODE,GEN,44.0,Utah
PACE,37.800603999944606,-113.15875455615992,3PEAKS_GNODE1,GEN,44.0,Utah
PACE,40.76638999998463,-111.90188029934612,3RDWEST_LNODED1,LOAD,44.0,Utah
PACE,40.76638999998463,-111.90199970065387,3RDWEST_LNODED2,LOAD,44.0,Utah
CA,38.019008,-121.864703,4C687C2_7_N001,GEN,4.0,California
CA,35.24743800236499,-118.8609048555241,4C744C12_7_N001,GEN,4.0,California
CA,35.24735999994994,-118.86084971115427,4C744C12_7_N002,LOAD,4.0,California
CA,35.24728199761002,-118.8609048556302,4C744C22_7_N001,GEN,4.0,California
CA,35.24728199761002,-118.8610151443698,4C744C32_7_N001,GEN,4.0,California
CA,35.24735999994994,-118.86107028884572,4C744C32_7_N002,LOAD,4.0,California
CA,35.24743800236499,-118.8610151444759,4C744C42_7_N001,GEN,4.0,California
PACE,40.76582999998463,-111.90494029989908,5THWEST_LNODED1,LOAD,44.0,Utah
PACE,40.76582999998463,-111.90505970010092,5THWEST_LNODER2,LOAD,44.0,Utah
PACE,40.75597,-111.88728,6THSO_LNODED1,LOAD,44.0,Utah
BPAT,46.1212,-122.9324,7AVEN_BP_LNODEFMR,LOAD,47.0,Washington
BANC,37.64197726998626,-121.00603849646912,8TH_ST_LNODEBXG,LOAD,4.0,California
BANC,37.64197726998626,-121.00615270353089,8TH_ST_LNODELZF,LOAD,4.0,California
PACE,40.588664228276535,-111.91583,90TH.SO_GNODEPDRP1,GEN,44.0,Utah
PACE,40.58858288584528,-111.91576815774938,90TH.SO_LNODEDT7,LOAD,44.0,Utah
PACE,40.58858288584528,-111.91589184225062,90THSO_LNODE-6,LOAD,44.0,Utah
CA,37.62510247,-122.1166769,A100US_1_B1,LOAD,4.0,California
PACE,37.30360999998641,-109.54800323724938,ABAJO_LNODELD1,LOAD,44.0,Utah
PACE,37.30360999998641,-109.54811676275062,ABAJO_LNODELDN,LOAD,44.0,Utah
CA,34.688512,-118.325229,ACACIA_7_N001,GEN,4.0,California
LADWP,35.2565,-118.027519,ACES_3_H2LOADGNODE,GEN,4.0,California
CA,34.510158,-118.199383,ACTONSC_6_N001,LOAD,4.0,California
BPAT,45.63543,-121.945344,ACTON_LNODE115,LOAD,37.0,Oregon
BPAT,44.703637,-123.217572,ADAIR_1_G01GNODE,GEN,37.0,Oregon
BPAT,44.05688382,-123.1061359,ADAMS_BP_LNODEXF1,LOAD,37.0,Oregon
CA,37.632663,-121.785728,ADCC_2_N001,GEN,4.0,California
CA,37.119934,-120.329004,ADERAG1_7_N001,GEN,4.0,California
LADWP,34.55,-117.44,ADLNTO_LNODEDC1BURB,LOAD,4.0,California
LADWP,34.54999999995084,-117.43989019738174,ADLNTO_LNODEDC1GLEN,LOAD,4.0,California
LADWP,34.549909563045524,-117.43989019750109,ADLNTO_LNODEDC1LADWP,LOAD,4.0,California
LADWP,34.54984561454145,-117.43996783961737,ADLNTO_LNODEDC2BURB,LOAD,4.0,California
LADWP,34.54983032146246,-117.440076060705,ADLNTO_LNODEDC2GLEN,LOAD,4.0,California
LADWP,34.549861644419,-117.44017906687948,ADLNTO_LNODEDC2LADWP,LOAD,4.0,California
LADWP,34.549927601755336,-117.44025419088156,ADLNTO_NDC1,LOAD,4.0,California
LADWP,34.550013072465426,-117.4402900765519,ADLNTO_NDC2,LOAD,4.0,California
CA,37.74,-121.48,AEC300_1_N001,LOAD,4.0,California
CA,35.952012,-120.860226,AERA12_7_N001,LOAD,4.0,California
IPCO,42.775149,-112.873317,AFTS_LNODE131,LOAD,12.0,Idaho
PACW,41.8675,-122.46414,AGER_LNODE35,LOAD,4.0,California
PACW,42.43167,-123.29806,AGNESSAV_LNODE90,LOAD,37.0,Oregon
CA,37.51,-121.84,AGNEW_1_N003,LOAD,4.0,California
CA,37.39141282968642,-121.96760028543572,AGNEW_6_N001,LOAD,4.0,California
CA,37.39141282968642,-121.96771400856429,AGNEW_6_N002,LOAD,4.0,California
CA,36.61707583794443,-120.099846,AGRICO_7_B1,GEN,4.0,California
CA,36.6169950810137,-120.09978791045371,AGRICO_7_B3,GEN,4.0,California
CA,36.6169950810137,-120.09990408954629,AGRICO_7_B4,GEN,4.0,California
CA,36.61765,-120.099841,AGRICO_7_NBT1,GEN,4.0,California
CA,34.042605,-117.362707,AGUAMNSA_7_B1,GEN,4.0,California
CA,32.9774,-113.4945,AGUCALG1_7_B1,GEN,2.0,Arizona
CA,36.65,-119.54,AIRPROD_1_N001,LOAD,4.0,California
CA,36.77840245723695,-119.6739507,AIRWAYS_1_N001,LOAD,4.0,California
CA,36.77832158136724,-119.67389240268692,AIRWAYS_1_N004,LOAD,4.0,California
CA,36.77832158136724,-119.67400899731308,AIRWAYS_1_N018,LOAD,4.0,California
CA,36.2226,-119.90512,AKINGS02_7_N001,GEN,4.0,California
CA,33.771584,-118.100596,ALAMITOS_2_N001,LOAD,4.0,California
CA,33.77,-118.1,ALAMITOS_2_N040,LOAD,4.0,California
CA,33.7715839999528,-118.10048775137712,ALAMIT_7_NBT2,GEN,4.0,California
CA,38.575917,-121.497846,ALAMOSC_7_N001,GEN,4.0,California
CA,33.77149401717401,-118.1004877514908,ALAMT1G_7_B1,GEN,4.0,California
CA,33.77143038978412,-118.10056429476926,ALAMT1G_7_N002,LOAD,4.0,California
CA,33.771415173499584,-118.10067098425148,ALAMT2G_7_B1,GEN,4.0,California
CA,33.77144633917227,-118.10077253262284,ALAMT2G_7_N002,LOAD,4.0,California
CA,33.765977986588545,-118.103663,ALAMT3G_7_B1,GEN,4.0,California
CA,33.77151196531008,-118.10084659342048,ALAMT3G_7_N002,LOAD,4.0,California
CA,33.76589700669301,-118.10360675930583,ALAMT4G_7_B1,GEN,4.0,California
CA,33.771597006833865,-118.1008819712055,ALAMT4G_7_N002,LOAD,4.0,California
CA,33.76589700669301,-118.10371924069416,ALAMT5G_7_B1,GEN,4.0,California
CA,33.771686855225234,-118.1008760572907,ALAMT5G_7_N002,LOAD,4.0,California
CA,33.77176916262267,-118.10083231072662,ALAMT6G_7_B1,GEN,4.0,California
CA,33.77183464117273,-118.10075806084072,ALAMT6G_7_N002,LOAD,4.0,California
CA,33.781275,-118.054633,ALASB1_7_NSB1,GEN,4.0,California
CA,33.848225,-118.097168,ALASB2_7_NSB2,GEN,4.0,California
BPAT,44.621483,-123.127191,ALBANY_LNODESBM,LOAD,37.0,Oregon
PACW,45.5383299999822,-122.67796608905716,ALBINA_LNODEDT1,LOAD,37.0,Oregon
PACW,45.5383299999822,-122.67809391094283,ALBINA_LNODEDT2,LOAD,37.0,Oregon
PACW,45.56755999998215,-122.55760605581384,ALDERWOO_LNODE70,LOAD,37.0,Oregon
PACW,45.56755999998215,-122.55773394418614,ALDERWOO_LNODE96,LOAD,37.0,Oregon
PGE,45.5161199999822,-122.6317411135449,ALDR_LNODEWR1,LOAD,37.0,Oregon
PGE,45.5161199999822,-122.6318688864551,ALDR_LNODEWR2,LOAD,37.0,Oregon
BPAT,46.30118196965476,-120.218452,ALFAL_BP_1_YDPGNODE,GEN,47.0,Washington
BPAT,46.30110101515265,-120.2183843473413,ALFAL_BP_LNODEDR1,LOAD,47.0,Washington
BPAT,46.30110101515265,-120.2185196526587,ALFAL_BP_LNODEDR2,LOAD,47.0,Washington
CA,37.99408499998608,-122.13031167024369,ALHAMBRA_1_N001,LOAD,4.0,California
CA,37.99408499998608,-122.13042632975632,ALHAMBRA_1_N002,LOAD,4.0,California
NV,37.82387899998616,-117.3373367630396,ALKALIN_LNODE08,LOAD,28.0,Nevada
NV,37.82387899998616,-117.3374512369604,ALKALIN_LNODE09,LOAD,28.0,Nevada
NWMT,45.85801099998198,-108.5908946641872,ALKALI_C_LNODELD1,LOAD,26.0,Montana
NWMT,45.85801099998198,-108.5910233358128,ALKALI_C_LNODELD2,LOAD,26.0,Montana
CA,39.46489299998558,-120.84488799308969,ALLEGHNY_6_N001,LOAD,4.0,California
CA,39.46489299998558,-120.84500400691032,ALLEGHNY_6_N002,GEN,4.0,California
BPAT,46.10747299998175,-123.03237825151284,ALLST_BP_LNODEISS,LOAD,37.0,Oregon
BPAT,46.10747299998175,-123.03250774848716,ALLST_BP_LNODETSS,LOAD,37.0,Oregon
CA,37.26026999998649,-121.89002528823042,ALMADEN_6_N001,LOAD,4.0,California
CA,37.26026999998649,-121.89013871176958,ALMADEN_6_N009,LOAD,4.0,California
CA,33.93288512643223,-116.50017437357386,ALMASL3_7_N001,GEN,4.0,California
CA,33.93270487347249,-116.50017437380376,ALMASL3_7_N002,GEN,4.0,California
CA,33.93270487347249,-116.50039162619622,ALMASL_7_GUS6N,GEN,4.0,California
CA,33.93288512643223,-116.50039162642616,ALMASL_7_GUS7N,GEN,4.0,California
CA,37.788781,-122.289418,ALMDACT1_7_B1,GEN,4.0,California
CA,38.72860599998584,-121.30288146337324,ALMDACT2_7_B1,GEN,4.0,California
CA,33.769903,-118.10159,ALMERGB2_7_N001,GEN,4.0,California
CA,35.9634105,-119.4567964,ALPAUGH_1_N004,LOAD,4.0,California
CA,35.96341049994922,-119.45668575558268,ALPAUGH_7_N001,GEN,4.0,California
CA,35.9633209452724,-119.4567964,ALPAUGH_7_N002,LOAD,4.0,California
CA,32.82778299998866,-116.7898727139108,ALPINE_6_N001,LOAD,4.0,California
CA,32.82778299998866,-116.78997928608918,ALPINE_6_N005,LOAD,4.0,California
BHBA,41.09912099998444,-104.71143003394566,ALSN_DRW_LNODE1151381,LOAD,50.0,Wyoming
BHBA,41.09912099998444,-104.71154996605436,ALSN_DRW_LNODE1151382,LOAD,50.0,Wyoming
CA,34.86023025084167,-116.85313194154278,ALTA1G_7_B1,GEN,4.0,California
CA,34.859848,-116.863239,ALTA2G_7_B1,GEN,4.0,California
CA,34.87,-116.84,ALTA30ST_7_B1,GEN,4.0,California
CA,34.87,-116.88,ALTA31GT_7_B1,GEN,4.0,California
CA,34.86059999998754,-116.85384494143638,ALTA32GT_7_B1,GEN,4.0,California
CA,34.87,-116.86,ALTA40ST_7_B1,GEN,4.0,California
CA,34.87,-116.85,ALTA41GT_7_B1,GEN,4.0,California
CA,34.86059999998754,-116.8539550585636,ALTA42GT_7_B1,GEN,4.0,California
CA,35.034468999987546,-118.28400189198643,ALTA6B2_7_N003,GEN,4.0,California
CA,35.034468999987546,-118.28411210801356,ALTA6E2_7_N002,GEN,4.0,California
CA,35.038348999987576,-118.29271189112848,ALTAD1_7_N006,GEN,4.0,California
CA,35.038348999987576,-118.2928221088715,ALTAD2_7_N006,GEN,4.0,California
CA,33.99800099998798,-117.67940061217033,ALTAPES_7_N001,GEN,4.0,California
PACE,40.58082999998472,-111.8574405014422,ALTAVIEW_LNODED1,LOAD,44.0,Utah
PACE,40.58082999998472,-111.8575594985578,ALTAVIEW_LNODED2,LOAD,44.0,Utah
CA,37.89825299998615,-122.52430271885964,ALTO_6_N001,LOAD,,
CA,37.89825299998615,-122.52441728114036,ALTO_6_N101,LOAD,,
PACW,41.49972,-120.53306,ALTURAS_LNODE17,LOAD,4.0,California
CA,33.90769999998812,-116.57964571595434,ALTWD1_7_N003,GEN,4.0,California
CA,33.90769999998812,-116.57975428404563,ALTWD1_7_N004,GEN,4.0,California
PACE,40.37499999998489,-111.78272076437268,AMERICFO_LNODED1,LOAD,44.0,Utah
PACE,40.37499999998489,-111.78283923562734,AMERICFO_LNODET2,LOAD,44.0,Utah
CA,38.40806,-121.95354,AMERIGAS_1_GN001,GEN,4.0,California
CA,38.43,-121.79,AMERIGAS_1_N001,LOAD,4.0,California
CA,37.41751022008469,-122.066192,AMESBS_1_N004,LOAD,4.0,California
CA,37.41742888994297,-122.06613287861066,AMESBS_1_N101,LOAD,4.0,California
CA,37.41742888994297,-122.06625112138934,AMESDST_1_N001,LOAD,4.0,California
CA,38.369191999986,-120.79657754861611,AMFORST_6_N001,LOAD,4.0,California
PACE,43.478571,-111.964286,AMMON_LNODEDT2,LOAD,12.0,Idaho
BPAT,46.099664,-112.875838,ANACO_BP_LNODE303,LOAD,26.0,Montana
CA,33.8531627,-117.857995,ANAHEIM_6_N001,LOAD,4.0,California
NV,38.32398,-117.335718,ANAMOLY_LNODE34,LOAD,28.0,Nevada
CA,34.568588,-118.149401,ANAVERDE_6_N001,LOAD,4.0,California
CA,40.449838,-122.305068,ANDERSON_6_N001,LOAD,4.0,California
PACE,43.79778,-112.36722,ANDERSON_LNODEAD,LOAD,12.0,Idaho
PACE,41.06782999998447,-111.9880200536994,ANGEL_LNODED1,LOAD,44.0,Utah
PACE,41.06782999998447,-111.9881399463006,ANGEL_LNODED2,LOAD,44.0,Utah
CA,35.992007,-119.57137,ANGIOLA_6_N001,LOAD,4.0,California
CA,39.81104699998532,-121.91970256777768,ANITA_6_N001,LOAD,4.0,California
CA,39.81104699998532,-121.91981943222233,ANITA_6_N006,LOAD,4.0,California
CA,38.680315,-123.311782,ANNAPOLS_6_N001,LOAD,4.0,California
PACE,41.06659,-111.038482,ANSCHUTZ_LNODED1,LOAD,50.0,Wyoming
CA,35.65811699998739,-119.9959597907104,ANTELOPE_6_N001,LOAD,4.0,California
PACE,43.53333,-112.9275,ANTELOPI_LNODE161T4,LOAD,12.0,Idaho
PACE,43.46222,-105.32972,ANTELOPM_LNODE13,LOAD,50.0,Wyoming
CA,40.893581,-122.379244,ANTLER_6_N001,LOAD,4.0,California
CA,38.73983595,-120.6771159,APLHILGN_7_N002,GEN,4.0,California
PACE,47.58163,-111.06085,APPALOSA_3_SOLAR1GNODE,GEN,26.0,Montana
PACW,42.34694,-123.30528,APPLEGAT_LNODE75,LOAD,37.0,Oregon
CA,38.73983594994359,-120.67700082010276,APPLEHL_1_N001,LOAD,4.0,California
CA,38.73974618819719,-120.6771159,APPLEHL_1_N002,LOAD,4.0,California
CA,38.73983594994359,-120.67723097989725,APPLEHL_1_N004,GEN,4.0,California
CA,37.35999999998644,-121.97994317305394,APPMAT_1_N001,LOAD,4.0,California
CA,37.35999999998644,-121.98005682694608,APPMAT_1_N010,LOAD,4.0,California
CA,39.48083299998553,-121.5621639761073,APTORVC_6_N002,GEN,4.0,California
CA,39.01762490998577,-122.06151734734088,ARBUCKLE_6_LN001,LOAD,4.0,California
CA,39.01762490998577,-122.06163265265911,ARBUCKLE_6_N001,LOAD,4.0,California
CA,36.94007738,-120.9238172,ARBURUA_6_N001,LOAD,4.0,California
CA,35.12178,-118.388974,ARBWIND_6_N001,GEN,4.0,California
CA,40.86722276626079,-124.08816631128592,ARCATA_6_LN001,LOAD,4.0,California
CA,40.86704189361579,-124.08816631161255,ARCATA_6_N001,LOAD,4.0,California
CA,40.86704189361579,-124.08840548838744,ARCATA_7_N001,GEN,4.0,California
CA,40.86722276626079,-124.08840548871407,ARCATA_7_N003,GEN,4.0,California
CA,33.821111,-118.241667,ARCO1G_7_B1,GEN,4.0,California
NV,36.00803799998727,-115.21270565351396,ARDENN_LNODE-4,LOAD,28.0,Nevada
NV,36.00803799998727,-115.21281634648604,ARDENN_LNODE-5,LOAD,28.0,Nevada
BPAT,45.95306,-122.56611,ARIEL_LNODEMR,LOAD,47.0,Washington
PACW,45.71306,-120.20361,ARLINGTO_LNODE75,LOAD,37.0,Oregon
PGE,45.113019999982384,-122.60728245083008,ARLT_LNODEBR2,LOAD,37.0,Oregon
PGE,45.113019999982384,-122.60740954916992,ARLT_LNODEBR3,LOAD,37.0,Oregon
PACE,41.53645603850007,-109.129601,ARROWHE_7_GNODE1,GEN,50.0,Wyoming
PACE,41.53637498073304,-109.12953847958308,ARROWHE_LNODELD3,LOAD,50.0,Wyoming
PACE,41.53637498073304,-109.12966352041693,ARROWHE_LNODET1,LOAD,50.0,Wyoming
CA,35.15044599998752,-118.87870286987292,ARVINED_1_N001,LOAD,4.0,California
CA,35.15044599998752,-118.87881313012709,ARVIN_6_N001,LOAD,4.0,California
PACW,42.21036,-122.70756,ASHLAND_LNODELD,LOAD,37.0,Oregon
CA,36.79263892472445,-119.82749,ASHLAN_2_N001,LOAD,4.0,California
CA,36.7925580376235,-119.82743168375806,ASHLAN_2_N007,LOAD,4.0,California
CA,36.7925580376235,-119.82754831624194,ASHLAN_2_N008,LOAD,4.0,California
PACE,40.5083099999848,-109.57652058997743,ASHLEY_LNODED1,LOAD,44.0,Utah
PACE,40.5083099999848,-109.57663941002257,ASHLEY_LNODED2,LOAD,44.0,Utah
PACE,44.07888742845704,-111.49808812206824,ASHTONU_LNODELEHI,LOAD,12.0,Idaho
PACE,44.07870657140469,-111.498088122453,ASHTON_6_GNODE1,GEN,12.0,Idaho
PACE,44.07870657140469,-111.49833987754698,ASHTON_LNODE42,LOAD,12.0,Idaho
PACE,44.07888742845704,-111.49833987793176,ASHTON_LNODET3,LOAD,12.0,Idaho
CA,33.1365697302963,-117.070292,ASH_6_N001,LOAD,4.0,California
CA,33.13648913483958,-117.0702364310647,ASH_6_N005,LOAD,4.0,California
CA,33.13648913483958,-117.07034756893528,ASH_6_N101,LOAD,4.0,California
PNM,37.69337956,-122.069288,ASPEN_LNODESPEN,LOAD,4.0,California
CA,34.8376879999876,-118.4761799497864,ASTORIA1_7_N001,GEN,4.0,California
CA,34.8376879999876,-118.4762900502136,ASTORIA2_7_N001,GEN,4.0,California
CA,35.465309,-120.671582,ATASCDRO_6_N001,LOAD,4.0,California
PACW,45.811606,-118.49521,ATHENA_LNODE96,LOAD,37.0,Oregon
PACE,42.525,-108.76211,ATLANTIC_LNODEEN,LOAD,50.0,Wyoming
PACW,46.10778,-118.91889,ATTALIA_LNODE74,LOAD,47.0,Washington
CA,37.35999599998639,-120.6146481730584,ATWATER_1_B2,LOAD,4.0,California
CA,37.35999599998639,-120.6147618269416,ATWATER_1_N001,LOAD,4.0,California
CA,35.895076,-119.510968,ATWELL_1_N001,GEN,4.0,California
CA,37.06806099998665,-119.495719527536,AUBERRY_6_N001,LOAD,4.0,California
CA,37.06806099998665,-119.495832472464,AUBERRY_6_N003,LOAD,4.0,California
CA,38.903397,-121.069921,AUBURN_6_N001,LOAD,4.0,California
CA,35.9778675506423,-120.1168333403045,AVENAL_6_GN001,GEN,4.0,California
CA,35.978055999987326,-120.1168886700662,AVENAL_6_GN002,GEN,4.0,California
CA,35.978055999987326,-120.1169993299338,AVENAL_6_GN003,GEN,4.0,California
CA,37.842208,-121.054122,AVENA_1_N001,LOAD,4.0,California
CA,35.9776884492561,-120.11683334055562,AVENGEN_7_B1,LOAD,4.0,California
CA,35.9776884492561,-120.11705465944438,AVENGEN_7_N001,GEN,4.0,California
CA,35.9778675506423,-120.1170546596955,AVENGEN_7_N002,GEN,4.0,California
CA,34.81849999998758,-118.43137495714645,AVEP_7_ND001,GEN,4.0,California
CA,33.341081,-112.889527,AVLYSLR_7_CN1,GEN,2.0,Arizona
CA,33.38472079977583,-117.236977,AVOCADO_6_N001,LOAD,4.0,California
CA,33.384640100099574,-117.23692120092343,AVOCADO_6_N002,LOAD,4.0,California
CA,33.384640100099574,-117.23703279907656,AVOCADO_6_N009,LOAD,4.0,California
CA,34.789500999987624,-118.43132596892312,AVSOLAR_7_N007,LOAD,4.0,California
CA,34.789500999987624,-118.43143603107686,AVSOLAR_7_N008,GEN,4.0,California
APS,34.512401,-110.13129,AVY_LNODEFAB1BEQL,LOAD,2.0,Arizona
APS,33.828456,-111.947776,AVY_LNODEFAB2AEQL,LOAD,2.0,Arizona
APS,33.82845599995262,-111.94766761747805,AVY_LNODEGAS1AEQL,LOAD,2.0,Arizona
APS,34.51240099995092,-110.1311802491303,AVY_LNODEGAS1BEQL,LOAD,2.0,Arizona
BPAT,45.8032,-122.5275,AXFOR_BP_LNODEFMR,LOAD,47.0,Washington
PACE,40.66417,-112.08722,BACCHUSH_LNODED1,LOAD,44.0,Utah
CA,35.496111,-119.008889,BADGERCK_7_N001,GEN,4.0,California
PACE,43.310772999983314,-107.61987109770924,BADWATE_LNODE1B,LOAD,50.0,Wyoming
PACE,43.310772999983314,-107.61999490229076,BADWATE_LNODEGT,LOAD,50.0,Wyoming
CA,36.224444,-121.124722,BAFCOG12_7_B1,GEN,4.0,California
CA,36.33,-121.16,BAFOOD1_6_N001,LOAD,4.0,California
CA,38.08095331088854,-122.13739126700077,BAHIA_2_N001,LOAD,4.0,California
CA,38.08077268899996,-122.13739126728416,BAHIA_2_N011,LOAD,4.0,California
CA,34.776039999987624,-118.774984974663,BAILYJ1_1_N010,LOAD,4.0,California
CA,34.776039999987624,-118.77509502533698,BAILYJ1_1_N011,LOAD,4.0,California
PACE,42.23880373424819,-107.54931,BAIROIL_LNODE41,LOAD,50.0,Wyoming
PACE,42.23872313285877,-107.54924714432924,BAIROIL_LNODE49,LOAD,50.0,Wyoming
PACE,42.23872313285877,-107.54937285567075,BAIROIL_LNODE61,LOAD,50.0,Wyoming
CA,37.49764234,-122.2140549,BAIR_1_LN001,LOAD,4.0,California
CA,37.496937,-122.214157,BAIR_1_N001,LOAD,4.0,California
CA,35.284771,-116.064256,BAKER_1_N001,LOAD,4.0,California
BPAT,46.15045389006966,-122.9174,BAKRS_BP_LNODEXF1,LOAD,47.0,Washington
BPAT,46.150373054945376,-122.9173326323319,BAKRS_BP_LNODEXF2,LOAD,47.0,Washington
CA,36.71984988713081,-119.766937,BALCH1_7_B2,GEN,4.0,California
CA,36.908933,-119.087736,BALCH1_7_N001,LOAD,4.0,California
PACW,44.28370738998265,-120.8752318920023,BALDWINR_LNODEAR,LOAD,37.0,Oregon
PACW,44.28370738998265,-120.8753581079977,BALDWINR_LNODEAR2,LOAD,37.0,Oregon
CA,37.92596,-121.678546,BALFOUR_6_N001,LOAD,4.0,California
PACE,40.50110999998483,-111.9757705990301,BANGERTE_LNODED1,LOAD,44.0,Utah
PACE,40.50110999998483,-111.9758894009699,BANGERTE_LNODED2,LOAD,44.0,Utah
CA,39.38806399998568,-121.40287907085172,BANGOR_6_N001,LOAD,4.0,California
CA,39.38806399998568,-121.40299492914828,BANGOR_6_N004,GEN,4.0,California
CA,33.92234307044413,-116.87283,BANNING_1_N001,LOAD,4.0,California
CA,33.92226196476511,-116.87277356877394,BANNING_1_N004,LOAD,4.0,California
CA,33.92226196476511,-116.87288643122604,BANNING_1_N010,LOAD,4.0,California
CA,37.7528989999862,-121.35057581075785,BANTA_6_N001,LOAD,4.0,California
PACE,40.574282,-112.110876,BARNEYS_LNODER1,LOAD,44.0,Utah
PACE,42.929374,-106.367735,BARNUNN_LNODELD,LOAD,50.0,Wyoming
CA,33.807319009062184,-117.98445,BARPKGEN_7_B1,GEN,4.0,California
CA,32.667194,-116.700208,BARRETT_6_N001,LOAD,4.0,California
CA,33.80918301670945,-117.9833296629365,BARRE_2_N043,GEN,4.0,California
CA,33.80900298319592,-117.98332966316444,BARRE_6_N001,LOAD,4.0,California
CA,33.80900298319592,-117.98354633683554,BARRE_6_N002,LOAD,4.0,California
CA,33.80918301670945,-117.9835463370635,BARRE_6_N003,LOAD,4.0,California
CA,33.80723799545616,-117.984393708724,BARRE_6_N010,GEN,4.0,California
CA,33.80723799545616,-117.98450629127598,BARRE_6_N011,GEN,4.0,California
CA,39.069323,-121.690208,BARRY_6_N001,LOAD,4.0,California
CA,37.36083333,-121.8638889,BARTLP_1_N003,LOAD,4.0,California
CA,36.76408490976673,-119.735935,BARTON_1_N001,LOAD,4.0,California
CA,36.76400404510246,-119.73587672164824,BARTON_1_N007,LOAD,4.0,California
CA,36.76400404510246,-119.73599327835174,BARTON_1_N008,LOAD,4.0,California
PACE,41.61664,-108.40611,BARX_LNODE09,LOAD,50.0,Wyoming
LADWP,35.23999999998752,-118.05994485657592,BAR_LA_LNODESS1,LOAD,4.0,California
LADWP,35.23999999998752,-118.0600551434241,BAR_LA_LNODESS2,LOAD,4.0,California
CA,38.26328599998595,-122.26916657483297,BASALT_6_N002,LOAD,4.0,California
CA,38.26328599998595,-122.26928142516702,BASALT_6_N101,LOAD,4.0,California
PACE,45.7851219,-108.7159042,BASELINE_GNODE1,GEN,26.0,Montana
CA,33.387598,-117.58248,BASILONE_6_N004,LOAD,4.0,California
PGE,45.55409999998218,-122.69713607126546,BASN_LNODEOT1,LOAD,37.0,Oregon
PGE,45.55409999998218,-122.69726392873454,BASN_LNODEOT2,LOAD,37.0,Oregon
CA,38.385820999986,-121.77570654480984,BATAVIA_6_N001,LOAD,4.0,California
CA,33.1011727252775,-117.250399,BATIQTOS_1_N001,LOAD,4.0,California
CA,33.101092137348985,-117.25034345864424,BATIQTOS_1_N008,LOAD,4.0,California
CA,33.101092137348985,-117.25045454135577,BATIQTOS_1_N015,LOAD,4.0,California
BPAT,45.7944,-122.5997,BATLG_BP_LNODEGRD,LOAD,47.0,Washington
CA,37.55162541726735,-122.29307795256244,BAYMDWS_1_N001,LOAD,4.0,California
CA,37.55144458262304,-122.29307795283914,BAYMDWS_1_N004,LOAD,4.0,California
CA,37.55144458262304,-122.29330604716084,BAYMDWS_1_N008,LOAD,4.0,California
CA,37.55162541726735,-122.29330604743755,BAYMDWS_1_N012,LOAD,4.0,California
CA,37.74603599998622,-122.40302381566526,BAYSHOR1_1_N001,LOAD,4.0,California
CA,37.74603599998622,-122.40313818433472,BAYSHOR2_1_N001,LOAD,4.0,California
CA,35.360177,-120.811564,BAYWOOD_6_N001,LOAD,4.0,California
CA,40.87204771,-123.9749277,BCHIPMIL_6_N001,LOAD,4.0,California
CA,39.9104901899853,-121.32733662878492,BCKSCRK_2_N004,GEN,4.0,California
CA,39.91061999998525,-121.32763342860044,BCKSCRK_7_B2,GEN,4.0,California
CA,39.91061999998525,-121.32775057139956,BCKSCRK_7_B3,GEN,4.0,California
CA,39.9104901899853,-121.32745377121508,BCKSCRK_7_N001,LOAD,4.0,California
CA,40.07531,-121.16143,BCKSCRK_7_N002,GEN,4.0,California
CA,37.20429023212008,-119.23948671197284,BCRK1-1_7_B1,GEN,4.0,California
CA,37.20410976777209,-119.23948671224372,BCRK1-1_7_B3,GEN,4.0,California
CA,37.20211413832903,-119.240844,BCRK1-2_1_N003,GEN,4.0,California
CA,37.20203293082091,-119.24078513663534,BCRK1-2_1_N004,GEN,4.0,California
CA,37.20410976777209,-119.23971328775627,BCRK1-2_7_B1,GEN,4.0,California
CA,37.20429023212008,-119.23971328802716,BCRK1-2_7_B3,GEN,4.0,California
CA,37.20006199998648,-119.3067533611352,BCRK2-1_7_B1,GEN,4.0,California
CA,37.20006199998648,-119.3068666388648,BCRK2-1_7_B3,GEN,4.0,California
