area,latitude,longitude,node_id,node_type,index_right,us_state
CA,38.01218229,-122.264201,FRANKLIN_6_N004,LOAD,4.0,California
PACE,42.08889,-111.82194,FRANKLIN_LNODED1,LOAD,12.0,Idaho
PACE,44.95782999998244,-108.67312653785152,FRANNIE_LNODE31,LOAD,50.0,Wyoming
PACE,44.95782999998244,-108.67325346214848,FRANNIE_LNODE82,LOAD,50.0,Wyoming
CA,34.815086,-119.009915,FRAZPARK_6_N001,LOAD,4.0,California
CA,37.39106931498642,-121.96618971980963,FRDCIR_6_N005,LOAD,4.0,California
CA,37.39106931498642,-121.96630344219037,FRDCIR_6_N007,LOAD,4.0,California
CA,39.09616655735555,-121.6238863958611,FREC_7_B1,GEN,4.0,California
PACE,41.96139,-106.39361,FREEZOUT_NODET,GEN,50.0,Wyoming
CA,37.54118124868743,-121.962063,FREMNT_1_N001,LOAD,4.0,California
CA,37.54109987564155,-121.9620037494432,FREMNT_1_N007,LOAD,4.0,California
CA,37.54109987564155,-121.9621222505568,FREMNT_1_N013,LOAD,4.0,California
CA,36.70363064,-119.8811618,FRESNOWW_6_N001,LOAD,4.0,California
CA,37.0,-119.705278,FRIANTDM_7_B1,GEN,4.0,California
CA,32.77904499998872,-117.15675673371696,FRIARS_1_N001,LOAD,4.0,California
CA,32.77904499998872,-117.15686326628304,FRIARS_1_N009,LOAD,4.0,California
NV,36.00202972682385,-115.205178,FRIAS_LNODE-2,LOAD,28.0,Nevada
NV,36.00194913657434,-115.20512048582574,FRIAS_LNODE-3,LOAD,28.0,Nevada
NV,36.00194913657434,-115.20523551417426,FRIAS_LNODEBK-1,LOAD,28.0,Nevada
CA,35.44055556,-119.2902778,FRITOLAY_7_N001,LOAD,4.0,California
CA,35.395063,-119.321633,FRITOLAY_7_N002,GEN,4.0,California
CA,37.88213105998615,-121.29015842794291,FRNCHCP_6_LN001,LOAD,4.0,California
CA,37.88213105998615,-121.29027297205708,FRNCHCP_6_N001,LOAD,4.0,California
CA,40.68692,-122.641204,FRNCHGLH_6_N001,LOAD,4.0,California
CA,39.26765646965988,-120.776138,FRNCHMD_7_B1,GEN,4.0,California
CA,39.11508,-120.47163,FRNCHMS_6_N005,GEN,4.0,California
CA,38.056504,-120.53381,FROGTOWN_7_N001,LOAD,4.0,California
CA,38.05722221998602,-120.53410934292089,FROGTOWN_7_N004,GEN,4.0,California
CA,38.05722221998602,-120.53422405707911,FROGTOWN_7_N005,GEN,4.0,California
BPAT,44.571363,-123.046934,FROMAN_LNODECPI,LOAD,37.0,Oregon
CA,36.65083851,-121.6361776,FRSHXPRS_6_B1,LOAD,4.0,California
CA,40.37805556,-123.3388889,FRSTGLEN_1_N001,LOAD,4.0,California
CA,40.199822,-123.523145,FRTSWRD_6_GN001,GEN,4.0,California
CA,40.21377199998503,-123.5965859902072,FRTSWRD_6_N001,LOAD,4.0,California
CA,40.21377199998503,-123.5967040097928,FRTSWRD_6_N004,GEN,4.0,California
PACE,41.03197,-111.90103,FRUITHEI_LNODED1,LOAD,44.0,Utah
CA,40.28584,-123.837372,FRUITLND_6_N001,LOAD,4.0,California
CA,35.376774999987504,-119.0924868388967,FRUITVLE_6_N001,LOAD,4.0,California
CA,35.376774999987504,-119.09259716110328,FRUITVLE_6_N101,LOAD,4.0,California
CA,39.434647359985576,-123.79940482451936,FTBRGD1_7_N003,LOAD,4.0,California
CA,39.434647359985576,-123.79952077548064,FTBRGD2_7_N003,LOAD,4.0,California
CA,38.60608399998592,-122.85282549557644,FTCHMTN_6_N001,LOAD,4.0,California
CA,38.60608399998592,-122.85294050442356,FTCHMTN_6_N003,LOAD,4.0,California
CA,38.49665298338413,-122.75949,FULTON_1_N020,GEN,4.0,California
CA,38.49657200829278,-122.75943026543568,FULTON_2_N010,LOAD,4.0,California
CA,38.49657200829278,-122.75954973456432,FULTON_2_N049,LOAD,4.0,California
CA,32.75497274686537,-117.126027,F_6_N001,LOAD,4.0,California
CA,32.75489212655523,-117.12597165333156,F_6_N002,LOAD,4.0,California
CA,32.75489212655523,-117.12608234666844,F_6_N005,LOAD,4.0,California
CA,36.731511,-121.61325,GABILAN_6_N001,LOAD,4.0,California
PACE,40.76776929206086,-111.93026539598712,GADSBY_LNODEAGE,LOAD,44.0,Utah
PACE,40.76758842781606,-111.9302653963121,GADSBY_LNODEARK,LOAD,44.0,Utah
PACE,40.76758842781606,-111.9305042036879,GADSBY_LNODECHS,LOAD,44.0,Utah
PACE,40.76776929206086,-111.93050420401288,GADSBY_LNODERM3,LOAD,44.0,Utah
PACE,40.76785831651148,-111.93033029790476,GADSBY_NODE1,GEN,44.0,Utah
PACE,40.76777999993846,-111.93027059595023,GADSBY_NODE2,GEN,44.0,Utah
PACE,40.767701683457695,-111.93033029804548,GADSBY_NODE3,GEN,44.0,Utah
PACE,40.767701683457695,-111.93044970195452,GADSBY_NODE4,GEN,44.0,Utah
PACE,40.76777999993846,-111.93050940404976,GADSBY_NODE5,GEN,44.0,Utah
PACE,40.76785831651148,-111.93044970209525,GADSBY_NODE6,GEN,44.0,Utah
PACW,44.189166,-120.922441,GALASLR_1_GNODE1,GEN,37.0,Oregon
CA,34.859556356607754,-116.8653038835563,GALE_1_N001,LOAD,4.0,California
CA,37.36332475998635,-120.76036836934983,GALLO_1_N009,LOAD,4.0,California
CA,39.939187,-120.948157,GANSNER_6_N101,LOAD,4.0,California
CA,35.501697829987435,-119.44907722131012,GANSOGN_7_N001,GEN,4.0,California
CA,35.501697829987435,-119.44918757868986,GANSO_1_N001,LOAD,4.0,California
CA,34.825178,-118.528244,GARBT1GN_7_N001,GEN,4.0,California
CA,38.88879,-123.550318,GARCIA_6_N001,LOAD,4.0,California
PACW,43.23583,-123.38961,GARDENVA_LNODE44,LOAD,37.0,Oregon
CA,35.15393575,-119.3363528,GARDNER_6_N001,LOAD,4.0,California
CA,34.98,-120.26,GAREY_1_N002,LOAD,4.0,California
CA,32.795125,-116.996848,GARFIELD_6_N001,LOAD,4.0,California
PACE,44.79693999998248,-108.58382661520052,GARLAND_LNODE07,LOAD,50.0,Wyoming
PACE,44.79693999998248,-108.58395338479949,GARLAND_LNODE41,LOAD,50.0,Wyoming
CA,33.938661056114945,-116.5763896801062,GARNET_1_N106,GEN,4.0,California
CA,33.93858299995228,-116.57633536031196,GARNET_7_N001,LOAD,4.0,California
CA,33.90141502813288,-116.54360672331175,GARNET_7_N002,GEN,4.0,California
CA,33.938504943861176,-116.5763896802058,GARNET_7_N003,GEN,4.0,California
CA,33.938504943861176,-116.5764983197942,GARNET_7_N006,GEN,4.0,California
CA,33.901336999952385,-116.54355244672284,GARNET_7_N007,GEN,4.0,California
CA,33.93858299995228,-116.57655263968802,GARNET_7_N008,GEN,4.0,California
CA,33.938661056114945,-116.57649831989382,GARNET_7_N009,GEN,4.0,California
CA,33.890556,-116.543056,GARNET_7_N011,GEN,4.0,California
CA,33.90125897184333,-116.54360672341107,GARNET_7_N012,GEN,4.0,California
CA,33.90125897184333,-116.5437152765889,GARNET_7_N013,GEN,4.0,California
CA,33.934,-116.5781,GARNET_7_N014,GEN,4.0,California
CA,33.901336999952385,-116.54376955327716,GARNET_7_N015,GEN,4.0,California
CA,34.0,-116.5206,GARNET_7_N016,GEN,4.0,California
CA,33.934725,-116.640548,GARNET_7_N017,GEN,4.0,California
CA,33.90141502813288,-116.54371527668825,GARNET_7_N019,GEN,4.0,California
CA,33.93689999998809,-116.61544568209976,GARNET_7_N020,GEN,4.0,California
CA,34.828258,-118.511565,GASKW1B2_7_N003,GEN,4.0,California
CA,34.82825799995036,-118.51145490672224,GASKW1_7_N005,GEN,4.0,California
CA,34.82816762794169,-118.51145490684308,GASKW1_7_N006,GEN,4.0,California
CA,34.82810372532693,-118.51153275448593,GASKW1_7_N007,GEN,4.0,California
CA,34.82808844322187,-118.51164126204446,GASKW1_7_N014,GEN,4.0,California
CA,34.8281197437003,-118.51174454088611,GASKW1_7_N2BT1,GEN,4.0,California
CA,34.828185653705,-118.51181986375036,GASKW1_7_N2SR1,GEN,4.0,California
CA,34.82827106308138,-118.51185584441656,GASKW1_7_N2SR2,GEN,4.0,California
CA,34.828397999987615,-118.51150495330748,GASLRAGN_7_N001,GEN,4.0,California
CA,34.828397999987615,-118.51161504669254,GASLRGN_7_N001,GEN,4.0,California
PACW,41.84833,-123.96667,GASQUET_LNODE42,LOAD,4.0,California
CA,36.139798719987255,-120.12483566870624,GATESBK4_7_N001,LOAD,4.0,California
CA,38.181446,-120.03067,GATESBK4_7_N002,GEN,4.0,California
CA,36.136584,-120.344032,GATESBK4_7_N003,GEN,4.0,California
CA,36.139798719987255,-120.12494653129376,GATESBK4_7_N005,LOAD,4.0,California
CA,38.01696,-121.757812,GATEWAY1_7_N001,GEN,4.0,California
CA,38.016959999944326,-121.75769731987018,GATEWAY2_7_N001,GEN,4.0,California
CA,38.016869651727845,-121.757812,GATEWAY2_7_N002,LOAD,4.0,California
CA,38.016959999944326,-121.7579266801298,GATEWAY3_7_N001,GEN,4.0,California
CA,38.01705034827226,-121.757812,GATEWAY3_7_N002,LOAD,4.0,California
BPAT,47.955251,-118.998684,GCOUL_BP_LNODEABD7582,LOAD,47.0,Washington
BPAT,47.955250999921766,-118.99854970075478,GCOUL_BP_LNODEABD7782,LOAD,47.0,Washington
BPAT,47.9551610582653,-118.99854970098856,GCOUL_BP_LNODEMBD7582,LOAD,47.0,Washington
BPAT,47.95509745998167,-118.99864466477868,GCOUL_BP_LNODEMBD7782,LOAD,47.0,Washington
PACE,44.52,-112.31,GEMSTATE_NODET,GEN,12.0,Idaho
CA,32.87974054062765,-117.2133823800825,GENESEE_6_N001,LOAD,4.0,California
CA,32.87956145928191,-117.21338238029792,GENESEE_6_N005,LOAD,4.0,California
CA,32.87956145928191,-117.21359561970208,GENESEE_6_N011,LOAD,4.0,California
CA,32.87974054062765,-117.2135956199175,GENESEE_6_N015,LOAD,4.0,California
CA,34.3,-114.23,GENE_2_N001,LOAD,4.0,California
CA,34.29096,-114.171279,GENE_2_N010,LOAD,4.0,California
CA,40.967,-124.105,GEN_BUS_7_N003,GEN,4.0,California
CA,38.776707,-122.742545,GEOENGY_7_B3,GEN,4.0,California
CA,40.064207,-122.156114,GERBER_6_N101,LOAD,4.0,California
CA,38.77670699994356,-122.74242989720372,GEYSER11_7_B1,GEN,4.0,California
CA,38.77661726665077,-122.74242989734856,GEYSER12_7_B1,GEN,4.0,California
CA,38.77655381568255,-122.74251128724391,GEYSER13_7_N001,GEN,4.0,California
CA,38.77653864158289,-122.7426247321335,GEYSER14_7_N001,GEN,4.0,California
CA,38.77656972082547,-122.74273271039772,GEYSER16_7_B1,GEN,4.0,California
CA,38.77663516498316,-122.7428114606519,GEYSER17_7_B1,GEN,4.0,California
CA,38.776719970706,-122.74284907856944,GEYSER18_7_B1,GEN,4.0,California
CA,38.77680956998666,-122.74284279025429,GEYSER20_7_B1,GEN,4.0,California
CA,38.776891649196784,-122.7427962737468,GEYSER78_7_B1,GEN,4.0,California
CA,38.77695694622476,-122.7427173224392,GEYSER78_7_B3,GEN,4.0,California
CA,38.76617,-122.70739,GEYSR16_2_N006,LOAD,4.0,California
CA,38.82387,-122.78139,GEYSR17_2_N005,LOAD,4.0,California
CA,38.76867,-122.74786,GEYSR18_2_N002,LOAD,4.0,California
CA,38.77875,-122.7552,GEYSR20_2_N002,LOAD,4.0,California
CA,38.7769994286318,-122.74261593587354,GEYSR5-6_7_B2,GEN,4.0,California
CA,38.777016102481774,-122.74250283715872,GEYSR5-6_7_B3,GEN,4.0,California
CA,38.77700661372028,-122.74238837921152,GEYSR5-6_7_N001,LOAD,4.0,California
CA,36.54507599998703,-120.33446318723176,GIFFEN_6_N001,LOAD,4.0,California
CA,36.54507599998703,-120.33457481276824,GIFFGEN_7_N001,GEN,4.0,California
CA,36.530228,-120.316125,GIFFGEN_7_N002,GEN,4.0,California
CA,37.9868115699861,-122.04032207362228,GILLRAN_1_LN001,LOAD,4.0,California
CA,37.14,-121.58,GILROYF_1_N001,LOAD,4.0,California
PNM,35.11277834,-106.6141702,GIRARD_LNODERARD,LOAD,31.0,New Mexico
CA,40.51347,-122.378916,GIRVAN_6_N001,LOAD,4.0,California
NWMT,45.778274,-108.486918,GLAC_P_5_LNODEOAD,LOAD,26.0,Montana
CA,36.92896532998674,-120.10284000826356,GLASS_6_N001,LOAD,4.0,California
CA,36.92896532998674,-120.10295259173644,GLASS_6_N008,LOAD,4.0,California
CA,37.72525064908458,-121.5850594119266,GLDHLGNC_7_N001,GEN,4.0,California
CA,35.054148,-118.186137,GLDTGEN_7_N001,LOAD,4.0,California
CA,35.008087,-118.163983,GLDTGEN_7_N002,GEN,4.0,California
CA,35.024722,-118.164167,GLDTGEN_7_N003,GEN,4.0,California
PGE,45.53249999998222,-122.53022509554948,GLDV_LNODEWR2,LOAD,37.0,Oregon
PGE,45.53249999998222,-122.53035290445052,GLDV_LNODEWR4,LOAD,37.0,Oregon
CA,32.798367,-116.498315,GLENCLIF_6_N001,LOAD,4.0,California
PACE,41.690374,-110.592688,GLENCO_LNODED1,LOAD,50.0,Wyoming
PACW,42.747219999983805,-123.41021897465431,GLENDALE_LNODE35,LOAD,37.0,Oregon
PACW,42.747219999983805,-123.41034102534567,GLENDALE_LNODE36,LOAD,37.0,Oregon
CA,39.77775522,-122.1426982,GLENN_6_N024,LOAD,4.0,California
PACE,43.021723,-105.835873,GLENROCW_NODET,GEN,50.0,Wyoming
CA,37.45733023092607,-122.186967,GLENWOOD_6_N001,LOAD,4.0,California
CA,37.457248884522265,-122.18690783531744,GLENWOOD_6_N004,LOAD,4.0,California
CA,37.457248884522265,-122.18702616468256,GLENWOOD_6_N005,LOAD,4.0,California
PACW,43.29722,-123.09833,GLIDE_LNODED1,LOAD,37.0,Oregon
CA,34.12514881728894,-118.15215547230068,GLNARMC1_7_B1,GEN,4.0,California
CA,34.12514881728894,-118.1522645276993,GLNARMC2_7_B1,GEN,4.0,California
CA,34.125226999951806,-118.15231905549946,GLNARMC3_7_B1,GEN,4.0,California
CA,34.12530518268704,-118.15226452780016,GLNARMC4_7_B1,GEN,4.0,California
CA,34.12530518268704,-118.15215547219984,GLNARMC5_7_B5,GEN,4.0,California
PGE,45.519062,-122.611374,GLNC_LNODEWR1,LOAD,37.0,Oregon
CA,37.12999999998655,-121.5599434485229,GLRYCGG1_7_B2,GEN,4.0,California
CA,37.12999999998655,-121.5600565514771,GLRYCGG1_7_N001,LOAD,4.0,California
CA,37.0001,-121.5367,GLRYCGS2_7_B1,GEN,4.0,California
PGE,45.51914,-122.446304,GLSN_LNODEWR2,LOAD,37.0,Oregon
PGE,45.525214,-122.446056,GLSN_LNODEWR3,LOAD,37.0,Oregon
CA,34.022018,-117.331909,GNS1_7_B1,GEN,4.0,California
CA,37.29462742,-120.4068538,GNSOLAR_7_N002,LOAD,4.0,California
CA,33.11569013639368,-117.08917455255984,GOALLINE_6_N001,GEN,4.0,California
CA,38.658396,-121.136403,GOLDHILL_1_N033,GEN,4.0,California
PACW,42.42861,-123.04361,GOLDHILL_LNODE26,LOAD,37.0,Oregon
PACE,41.60341999998433,-112.16049981758223,GOLDRUSH_LNODELD,LOAD,44.0,Utah
PACE,41.60341999998433,-112.16062018241776,GOLDRUSH_LNODEXFM2,LOAD,44.0,Utah
CA,35.32012199998752,-120.69284284611504,GOLDTREE_1_N001,LOAD,4.0,California
CA,35.32012199998752,-120.69295315388496,GOLDTREE_1_N002,LOAD,4.0,California
CA,34.46864,-119.882337,GOLETA_2_LN001,LOAD,4.0,California
CA,34.46880142976412,-119.88423931291776,GOLETA_6_N002,GEN,4.0,California
CA,34.468620570137865,-119.88423931315543,GOLETA_6_N004,GEN,4.0,California
CA,34.408372,-119.512828,GOLETA_6_N067,GEN,4.0,California
CA,34.482175,-120.123485,GOLETA_6_N068,GEN,4.0,California
CA,34.468620570137865,-119.88445868684455,GOLETA_6_N100,GEN,4.0,California
CA,34.46880142976412,-119.88445868708224,GOLETA_6_N200,LOAD,4.0,California
CA,34.468639999951044,-119.88222731314372,GOLETA_6_N204,GEN,4.0,California
CA,34.46854957019825,-119.882337,GOLETA_7_N201,GEN,4.0,California
CA,34.468639999951044,-119.88244668685628,GOLETA_7_N202,GEN,4.0,California
CA,34.46873042980176,-119.882337,GOLETA_7_N203,GEN,4.0,California
NV,39.33659472060911,-114.807318,GONDER_LNODE04,LOAD,28.0,Nevada
CA,36.50885299998702,-121.44685522795731,GONZALES_6_N001,LOAD,4.0,California
CA,36.50885299998702,-121.44696677204269,GONZALES_6_N003,LOAD,4.0,California
CA,36.529024,-121.414287,GONZALES_6_N004,GEN,4.0,California
PACW,45.783864,-120.532576,GOODNOEH_NODET,GEN,47.0,Washington
CA,38.226944,-121.843611,GOOSEHGT_7_GN001,GEN,4.0,California
PACE,41.074169999984505,-111.95744004961549,GORDONAV_LNODELD,LOAD,44.0,Utah
PACE,41.074169999984505,-111.95755995038452,GORDONAV_LNODEXFMR2,LOAD,44.0,Utah
CA,34.8014,-118.818908,GORMAN_6_N001,LOAD,4.0,California
CA,35.601685759107795,-119.57954360648762,GOSELKE_1_N001,LOAD,4.0,California
PACE,43.309329999983326,-112.12129810005524,GOSHENI_LNODELD2,LOAD,12.0,Idaho
PACE,43.309329999983326,-112.12142189994478,GOSHENI_LNODEMOBT,LOAD,12.0,Idaho
PACW,43.98556,-123.01083,GOSHENO_LNODE42,LOAD,37.0,Oregon
PACE,43.3097591,-112.1214228,GOSHENU_LNODED1,LOAD,12.0,Idaho
CA,35.6015062407915,-119.57954360673526,GOSLKPV_7_N001,GEN,4.0,California
CA,35.6015062407915,-119.57976439326474,GOSLKPV_7_N002,LOAD,4.0,California
CA,35.601685759107795,-119.57976439351238,GOSLKPV_7_N003,GEN,4.0,California
CA,34.22145799998786,-118.18701737338756,GOULD_2_N001,LOAD,4.0,California
CA,34.22145799998786,-118.18712662661244,GOULD_2_N007,LOAD,4.0,California
PACE,42.57616373278462,-111.74389,GRACE_LNODED1,LOAD,12.0,Idaho
PACE,42.57608313359037,-111.74382680710552,GRACE_LNODED2,LOAD,12.0,Idaho
PACE,42.57608313359037,-111.74395319289448,GRACE_LNODEEI,LOAD,12.0,Idaho
PACE,42.53616372659047,-111.79381,GRACE_NODE3,GEN,12.0,Idaho
PACE,42.536083136687424,-111.79374685487774,GRACE_NODE4,GEN,12.0,Idaho
PACE,42.536083136687424,-111.79387314512226,GRACE_NODE5,GEN,12.0,Idaho
CA,38.23108199998597,-121.59029758372996,GRANDIS_1_N004,LOAD,4.0,California
CA,38.23108199998597,-121.59041241627004,GRANDIS_1_N009,LOAD,4.0,California
CA,38.23108187,-121.5903548,GRANDIS_7_N001,GEN,4.0,California
PACW,46.30361397097408,-119.87428,GRANDVID_LNODE59,LOAD,47.0,Washington
PACW,46.30353301449298,-119.87421234268211,GRANDVID_LNODE86,LOAD,47.0,Washington
PACW,46.30353301449298,-119.87434765731788,GRANDVID_LNODEMOBT3662,LOAD,47.0,Washington
PACE,40.69277999998469,-111.95827037505786,GRANGER_LNODED1,LOAD,44.0,Utah
PACE,40.69277999998469,-111.95838962494211,GRANGER_LNODED2,LOAD,44.0,Utah
CA,32.804473,-116.92086,GRANITE_6_N001,LOAD,4.0,California
CA,38.991736,-122.932656,GRANITE_6_N001A,LOAD,4.0,California
CA,32.804472999954854,-116.9207534473782,GRANITE_6_N007,LOAD,4.0,California
CA,32.80438343993102,-116.92086,GRANITE_6_N008,LOAD,4.0,California
CA,32.804472999954854,-116.9209665526218,GRANITE_6_N009,LOAD,4.0,California
CA,37.671029436181016,-122.16000174541144,GRANTRK_6_N001,LOAD,4.0,California
PACW,44.5796699999826,-123.27954671701436,GRANTSTR_LNODE68,LOAD,37.0,Oregon
PACW,44.5796699999826,-123.27967328298564,GRANTSTR_LNODE78,LOAD,37.0,Oregon
PACE,40.60083,-112.4775,GRANTSVI_LNODELDT1,LOAD,44.0,Utah
CA,37.67084856370894,-122.16000174568993,GRANT_1_N001,LOAD,4.0,California
CA,37.67084856370894,-122.1602302543101,GRANT_1_N005,LOAD,4.0,California
CA,37.671029436181016,-122.16023025458855,GRANT_7_N002,GEN,4.0,California
CA,34.918641639950344,-118.92608064464636,GRAPEVNE_6_GN001,GEN,4.0,California
CA,34.918551316390584,-118.9261908,GRAPEVNE_6_N001,LOAD,4.0,California
PACE,43.91628,-108.48639,GRASSCRE_LNODE88,LOAD,50.0,Wyoming
CA,40.10263,-123.792873,GRBRVLLE_6_N001,LOAD,4.0,California
PGE,45.466845,-122.748423,GRDH_LNODEWR2,LOAD,37.0,Oregon
CA,36.47999999998696,-119.60994425959105,GRDNEAST_1_N101,LOAD,4.0,California
CA,36.47999999998696,-119.61005574040897,GRDNEAST_1_N102,LOAD,4.0,California
CA,36.59,-119.57,GRDNWEST_1_N001,LOAD,4.0,California
PACE,39.38283372509092,-111.08389,GREASEWD_2_WIND1GNODE,GEN,44.0,Utah
PACE,42.20611,-107.87472,GREATDIV_LNODE24,LOAD,50.0,Wyoming
CA,34.837385,-118.155457,GREATLKS_6_N001,LOAD,4.0,California
CA,37.93780399998614,-122.51415869769995,GREENBRE_6_N001,LOAD,4.0,California
CA,37.93780399998614,-122.51427330230004,GREENBRE_6_N003,LOAD,4.0,California
PACE,47.58162999992221,-111.06071619062268,GREENCAN_7_THERMAL1GNODE,GEN,26.0,Montana
PACE,41.76582999998428,-111.78437976306132,GREENCAN_LNODED1,LOAD,44.0,Utah
PACE,41.76582999998428,-111.78450023693868,GREENCAN_LNODED2,LOAD,44.0,Utah
PACE,33.32986099995388,-111.74839272227094,GREENRIV_3_BESS1GNODE,GEN,2.0,Arizona
PACW,43.29416999998335,-122.4725181247262,GREENSPR_GNODE,GEN,37.0,Oregon
NV,35.98677899998736,-114.97579666535316,GREENWAY_LNODE-1,LOAD,28.0,Nevada
NV,35.98677899998736,-114.97590733464683,GREENWAY_LNODE-2,LOAD,28.0,Nevada
PACW,43.15453,-123.37214,GREEN_LNODE76,LOAD,37.0,Oregon
CA,39.37056399998568,-121.68786108759652,GRIDLEY_6_N001,LOAD,4.0,California
CA,39.37056399998568,-121.68797691240349,GRIDLEY_6_N004,GEN,4.0,California
PACW,42.301,-122.91081,GRIFFINC_LNODE03,LOAD,37.0,Oregon
CA,35.27,-118.87,GRIMWAY_1_N001,LOAD,4.0,California
CA,35.25186,-118.85304,GRIMWAY_1_N005,LOAD,4.0,California
PACE,40.584774227245525,-112.09889,GRINDING_LNODED1,LOAD,44.0,Utah
PACE,40.58469288636074,-112.09882816252193,GRINDING_LNODED2,LOAD,44.0,Utah
PACE,40.58469288636074,-112.09895183747808,GRINDING_LNODED3,LOAD,44.0,Utah
CA,39.71617299994167,-121.520951389564,GRIZZLYG_7_B1,GEN,4.0,California
CA,39.88138889,-120.475,GRIZZLY_7_N001,LOAD,4.0,California
CA,37.871667,-122.2725,GRIZZLY_7_N101,GEN,4.0,California
CA,35.2239,-118.88,GRMWYSM_6_N001,LOAD,4.0,California
PGE,45.0629,-123.609032,GRND_LNODEWR2,LOAD,37.0,Oregon
CA,32.8042,-116.9248,GRNITE_7_N002,GEN,4.0,California
CA,39.052221999985726,-121.69244232823831,GRNLEAF1_1_N001,GEN,4.0,California
CA,39.052221999985726,-121.69255767176168,GRNLEAF1_1_N002,GEN,4.0,California
CA,39.052778,-121.695833,GRNLEAF2_7_N001,GEN,4.0,California
CA,32.80456256006898,-116.92086,GRNTHLL_1_N001,LOAD,4.0,California
CA,32.71264846,-117.1308522,GRNTHLL_1_N004,LOAD,4.0,California
CA,37.78999999998617,-121.3599427851278,GRNTVRNL_1_LN001,LOAD,4.0,California
CA,36.952139010813255,-121.76018,GRNVALY_1_N001,LOAD,4.0,California
CA,36.95205799457908,-121.76012146857028,GRNVALY_1_N011,LOAD,4.0,California
CA,36.95205799457908,-121.76023853142972,GRNVALY_1_N025,GEN,4.0,California
CA,36.95208518,-121.7601796,GRNVALY_1_N035,GEN,4.0,California
PACW,46.69,-120.73,GROMORE_LNODET1,LOAD,47.0,Washington
CA,37.83113721,-121.2650279,GRONMYER_6_N001,LOAD,4.0,California
CA,40.714128659984695,-123.52841395247704,GROUSCRK_6_N001,LOAD,4.0,California
CA,40.646733,-123.498008,GROUSCRK_6_N002,GEN,4.0,California
PACE,40.78352426039104,-112.00514,GROW_LNODED1,LOAD,44.0,Utah
PACE,40.7834428697879,-112.0050779399373,GROW_LNODED2,LOAD,44.0,Utah
PACE,40.7834428697879,-112.00520206006271,GROW_LNODED3,LOAD,44.0,Utah
CA,36.99899999998664,-121.53624361693224,GROYPKR1_7_B1,GEN,4.0,California
CA,36.99899999998664,-121.53635638306775,GROYPKR2_7_B1,GEN,4.0,California
CA,37.003128,-121.538031,GROYPKR3_7_B1,GEN,4.0,California
CA,36.99972222,-121.5372222,GROYPKR_1_N005,LOAD,4.0,California
CA,39.209514,-121.061004,GRSSVLY_6_N101,LOAD,4.0,California
NV,36.30715499998711,-115.1880404322794,GRTETON_LNODE-2,LOAD,28.0,Nevada
NV,36.30715499998711,-115.1881515677206,GRTETON_LNODEM5,LOAD,28.0,Nevada
CA,40.021612,-121.065532,GRYSFLT_6_N001,LOAD,4.0,California
BHBA,41.07987199998452,-104.82320904597816,GTSYSTMS_LNODEGTS1TA,LOAD,50.0,Wyoming
BHBA,41.07987199998452,-104.82332895402185,GTSYSTMS_LNODEGTS1TB,LOAD,50.0,Wyoming
BHBA,41.079477999984455,-104.8265580462284,GTSYSTMS_LNODEGTS2TA,LOAD,50.0,Wyoming
BHBA,41.079477999984455,-104.82667795377158,GTSYSTMS_LNODEGTS2TB,LOAD,50.0,Wyoming
CA,38.78669899998589,-123.52271944534662,GUALALA_6_N001,LOAD,4.0,California
CA,38.78669899998589,-123.5228345546534,GUALALA_6_N003,LOAD,4.0,California
CA,36.18225299998722,-119.67802153712464,GUERNSEY_6_N007,GEN,4.0,California
CA,36.2263445,-119.6552318,GUERSEY_7_B1,LOAD,4.0,California
CA,36.163889,-119.650556,GUERSEY_7_N001,GEN,4.0,California
CA,36.18225299998722,-119.67813246287535,GUERSEY_7_N003,GEN,4.0,California
CA,37.25322399998653,-121.01302629664288,GUSTINE_6_N001,LOAD,4.0,California
CA,37.25322399998653,-121.01313970335713,GUSTINE_6_N002,LOAD,4.0,California
CA,36.27007199998717,-119.64799946523928,GWFCT1_7_B1,GEN,4.0,California
CA,36.27007199998717,-119.64811053476072,GWFCT2_7_B1,GEN,4.0,California
CA,36.2397,-119.9044,GWFGT1_7_B1,GEN,4.0,California
CA,36.229465,-119.904466,GWFGT1_7_N003,GEN,4.0,California
CA,36.24160599998715,-119.90288548949992,GWFGT2_7_B1,GEN,4.0,California
CA,37.72085099998626,-121.48027483412092,GWFTRCY1_7_B1,GEN,4.0,California
CA,37.72085099998626,-121.48038916587907,GWFTRCY2_7_B1,GEN,4.0,California
CA,37.71051,-121.49125,GWFTRCY3_7_B1,GEN,4.0,California
CA,36.26935445170448,-119.648221931696,GWF_CT2_7_N002,GEN,4.0,California
CA,36.26935445170448,-119.648444068304,GWF_CT2_7_N003,GEN,4.0,California
CA,36.2695335481928,-119.64844406855876,GWF_CT2_7_N004,GEN,4.0,California
CA,36.24223,-119.90274,GWF_GT1_7_N004,GEN,4.0,California
CA,36.24222999994869,-119.90262897795576,GWF_GT1_7_N005,GEN,4.0,California
CA,36.24214045791825,-119.90262897808294,GWF_GT2_7_N002,GEN,4.0,California
CA,36.24207714218818,-119.90270748245968,GWF_GT2_7_N003,GEN,4.0,California
CA,38.8149,-122.80141,GYSR78TP_1_N005,LOAD,4.0,California
CA,38.70981887157317,-122.907957,GYSRVLLE_6_N001,LOAD,4.0,California
