interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,lmp,energy,congestion,loss,ghg
2025-10-05 00:00:00-07:00,2025-10-05 07:00:00+00:00,2025-10-05 00:05:00-07:00,2025-10-05 07:05:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,46.7095,45.0198,0.00146,1.68824,0.0
2025-10-05 00:00:00-07:00,2025-10-05 07:00:00+00:00,2025-10-05 00:05:00-07:00,2025-10-05 07:05:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,47.26859,45.0198,0.00157,2.24723,0.0
2025-10-05 00:00:00-07:00,2025-10-05 07:00:00+00:00,2025-10-05 00:05:00-07:00,2025-10-05 07:05:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,47.45243,45.0198,0.00157,2.43107,0.0
2025-10-05 00:05:00-07:00,2025-10-05 07:05:00+00:00,2025-10-05 00:10:00-07:00,2025-10-05 07:10:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,45.8586,44.20106,0.0,1.65754,0.0
2025-10-05 00:05:00-07:00,2025-10-05 07:05:00+00:00,2025-10-05 00:10:00-07:00,2025-10-05 07:10:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,46.40741,44.20106,0.0,2.20636,0.0
2025-10-05 00:05:00-07:00,2025-10-05 07:05:00+00:00,2025-10-05 00:10:00-07:00,2025-10-05 07:10:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,46.58791,44.20106,0.0,2.38686,0.0
2025-10-05 00:10:00-07:00,2025-10-05 07:10:00+00:00,2025-10-05 00:15:00-07:00,2025-10-05 07:15:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,45.23814,43.59719,0.00606,1.63489,0.0
2025-10-05 00:10:00-07:00,2025-10-05 07:10:00+00:00,2025-10-05 00:15:00-07:00,2025-10-05 07:15:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.8986,43.59719,0.12519,2.17622,0.0
2025-10-05 00:10:00-07:00,2025-10-05 07:10:00+00:00,2025-10-05 00:15:00-07:00,2025-10-05 07:15:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,46.08209,43.59719,0.13065,2.35425,0.0
2025-10-05 00:15:00-07:00,2025-10-05 07:15:00+00:00,2025-10-05 00:20:00-07:00,2025-10-05 07:20:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,39.1312,39.12518,0.00602,0.0,0.0
2025-10-05 00:15:00-07:00,2025-10-05 07:15:00+00:00,2025-10-05 00:20:00-07:00,2025-10-05 07:20:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,44.3191,39.12518,5.19392,0.0,0.0
2025-10-05 00:15:00-07:00,2025-10-05 07:15:00+00:00,2025-10-05 00:20:00-07:00,2025-10-05 07:20:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,44.31914,39.12518,5.19396,0.0,0.0
2025-10-05 00:20:00-07:00,2025-10-05 07:20:00+00:00,2025-10-05 00:25:00-07:00,2025-10-05 07:25:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,40.42767,40.42475,0.00292,0.0,0.0
2025-10-05 00:20:00-07:00,2025-10-05 07:20:00+00:00,2025-10-05 00:25:00-07:00,2025-10-05 07:25:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.21865,40.42475,4.7939,0.0,0.0
2025-10-05 00:20:00-07:00,2025-10-05 07:20:00+00:00,2025-10-05 00:25:00-07:00,2025-10-05 07:25:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.21865,40.42475,4.7939,0.0,0.0
2025-10-05 00:25:00-07:00,2025-10-05 07:25:00+00:00,2025-10-05 00:30:00-07:00,2025-10-05 07:30:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,40.97,40.97,0.0,0.0,0.0
2025-10-05 00:25:00-07:00,2025-10-05 07:25:00+00:00,2025-10-05 00:30:00-07:00,2025-10-05 07:30:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.5955,40.97,4.6255,0.0,0.0
2025-10-05 00:25:00-07:00,2025-10-05 07:25:00+00:00,2025-10-05 00:30:00-07:00,2025-10-05 07:30:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.5955,40.97,4.6255,0.0,0.0
2025-10-05 00:30:00-07:00,2025-10-05 07:30:00+00:00,2025-10-05 00:35:00-07:00,2025-10-05 07:35:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,42.155,42.1536,0.0014,0.0,0.0
2025-10-05 00:30:00-07:00,2025-10-05 07:30:00+00:00,2025-10-05 00:35:00-07:00,2025-10-05 07:35:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,43.99686,42.1536,1.84326,0.0,0.0
2025-10-05 00:30:00-07:00,2025-10-05 07:30:00+00:00,2025-10-05 00:35:00-07:00,2025-10-05 07:35:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,43.99689,42.1536,1.84329,0.0,0.0
2025-10-05 00:35:00-07:00,2025-10-05 07:35:00+00:00,2025-10-05 00:40:00-07:00,2025-10-05 07:40:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,40.97005,40.96865,0.0014,0.0,0.0
2025-10-05 00:35:00-07:00,2025-10-05 07:35:00+00:00,2025-10-05 00:40:00-07:00,2025-10-05 07:40:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,43.6955,40.96865,2.72685,0.0,0.0
2025-10-05 00:35:00-07:00,2025-10-05 07:35:00+00:00,2025-10-05 00:40:00-07:00,2025-10-05 07:40:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,43.69553,40.96865,2.72688,0.0,0.0
2025-10-05 00:40:00-07:00,2025-10-05 07:40:00+00:00,2025-10-05 00:45:00-07:00,2025-10-05 07:45:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,37.89271,37.88851,0.0042,0.0,0.0
2025-10-05 00:40:00-07:00,2025-10-05 07:40:00+00:00,2025-10-05 00:45:00-07:00,2025-10-05 07:45:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,43.45806,37.88851,5.56955,0.0,0.0
2025-10-05 00:40:00-07:00,2025-10-05 07:40:00+00:00,2025-10-05 00:45:00-07:00,2025-10-05 07:45:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,43.45815,37.88851,5.56964,0.0,0.0
2025-10-05 00:45:00-07:00,2025-10-05 07:45:00+00:00,2025-10-05 00:50:00-07:00,2025-10-05 07:50:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,37.78065,37.77464,0.00601,0.0,0.0
2025-10-05 00:45:00-07:00,2025-10-05 07:45:00+00:00,2025-10-05 00:50:00-07:00,2025-10-05 07:50:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,43.38122,37.77464,5.60658,0.0,0.0
2025-10-05 00:45:00-07:00,2025-10-05 07:45:00+00:00,2025-10-05 00:50:00-07:00,2025-10-05 07:50:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,43.38128,37.77464,5.60665,0.0,0.0
2025-10-05 00:50:00-07:00,2025-10-05 07:50:00+00:00,2025-10-05 00:55:00-07:00,2025-10-05 07:55:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,37.1182,37.11219,0.00601,0.0,0.0
2025-10-05 00:50:00-07:00,2025-10-05 07:50:00+00:00,2025-10-05 00:55:00-07:00,2025-10-05 07:55:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,42.92118,37.11219,5.80899,0.0,0.0
2025-10-05 00:50:00-07:00,2025-10-05 07:50:00+00:00,2025-10-05 00:55:00-07:00,2025-10-05 07:55:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,42.92125,37.11219,5.80906,0.0,0.0
2025-10-05 00:55:00-07:00,2025-10-05 07:55:00+00:00,2025-10-05 01:00:00-07:00,2025-10-05 08:00:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,37.76523,37.75921,0.00601,0.0,0.0
2025-10-05 00:55:00-07:00,2025-10-05 07:55:00+00:00,2025-10-05 01:00:00-07:00,2025-10-05 08:00:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,43.03388,37.75921,5.27466,0.0,0.0
2025-10-05 00:55:00-07:00,2025-10-05 07:55:00+00:00,2025-10-05 01:00:00-07:00,2025-10-05 08:00:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,43.03394,37.75921,5.27473,0.0,0.0
2025-10-05 01:00:00-07:00,2025-10-05 08:00:00+00:00,2025-10-05 01:05:00-07:00,2025-10-05 08:05:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,40.69574,40.69574,0.0,0.0,0.0
2025-10-05 01:00:00-07:00,2025-10-05 08:00:00+00:00,2025-10-05 01:05:00-07:00,2025-10-05 08:05:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.41091,40.69574,4.71517,0.0,0.0
2025-10-05 01:00:00-07:00,2025-10-05 08:00:00+00:00,2025-10-05 01:05:00-07:00,2025-10-05 08:05:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.41091,40.69574,4.71517,0.0,0.0
2025-10-05 01:05:00-07:00,2025-10-05 08:05:00+00:00,2025-10-05 01:10:00-07:00,2025-10-05 08:10:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,40.41691,40.41691,0.0,0.0,0.0
2025-10-05 01:05:00-07:00,2025-10-05 08:05:00+00:00,2025-10-05 01:10:00-07:00,2025-10-05 08:10:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,44.96168,40.41691,4.54478,0.0,0.0
2025-10-05 01:05:00-07:00,2025-10-05 08:05:00+00:00,2025-10-05 01:10:00-07:00,2025-10-05 08:10:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,44.96168,40.41691,4.54478,0.0,0.0
2025-10-05 01:10:00-07:00,2025-10-05 08:10:00+00:00,2025-10-05 01:15:00-07:00,2025-10-05 08:15:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,38.89333,38.89333,0.0,0.0,0.0
2025-10-05 01:10:00-07:00,2025-10-05 08:10:00+00:00,2025-10-05 01:15:00-07:00,2025-10-05 08:15:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,44.17188,38.89333,5.27855,0.0,0.0
2025-10-05 01:10:00-07:00,2025-10-05 08:10:00+00:00,2025-10-05 01:15:00-07:00,2025-10-05 08:15:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,44.17188,38.89333,5.27855,0.0,0.0
2025-10-05 01:15:00-07:00,2025-10-05 08:15:00+00:00,2025-10-05 01:20:00-07:00,2025-10-05 08:20:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,39.78461,39.78321,0.0014,0.0,0.0
