interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,lmp,energy,congestion,loss,ghg
2025-09-28 01:25:00-07:00,2025-09-28 08:25:00+00:00,2025-09-28 01:30:00-07:00,2025-09-28 08:30:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,44.88588,42.7646,0.0,2.12128,0.0
2025-09-28 01:25:00-07:00,2025-09-28 08:25:00+00:00,2025-09-28 01:30:00-07:00,2025-09-28 08:30:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,44.7446,42.7646,0.0,1.98,0.0
2025-09-28 01:30:00-07:00,2025-09-28 08:30:00+00:00,2025-09-28 01:35:00-07:00,2025-09-28 08:35:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,43.0973,42.54422,0.0,0.55307,0.0
2025-09-28 01:30:00-07:00,2025-09-28 08:30:00+00:00,2025-09-28 01:35:00-07:00,2025-09-28 08:35:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,44.57692,42.54422,0.0,2.0327,0.0
2025-09-28 01:30:00-07:00,2025-09-28 08:30:00+00:00,2025-09-28 01:35:00-07:00,2025-09-28 08:35:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,44.41191,42.54422,0.0,1.86769,0.0
2025-09-28 01:35:00-07:00,2025-09-28 08:35:00+00:00,2025-09-28 01:40:00-07:00,2025-09-28 08:40:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,43.0973,42.54422,0.0,0.55307,0.0
2025-09-28 01:35:00-07:00,2025-09-28 08:35:00+00:00,2025-09-28 01:40:00-07:00,2025-09-28 08:40:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,44.57692,42.54422,0.0,2.0327,0.0
2025-09-28 01:35:00-07:00,2025-09-28 08:35:00+00:00,2025-09-28 01:40:00-07:00,2025-09-28 08:40:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,44.41191,42.54422,0.0,1.86769,0.0
2025-09-28 01:40:00-07:00,2025-09-28 08:40:00+00:00,2025-09-28 01:45:00-07:00,2025-09-28 08:45:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,42.89829,42.34777,0.0,0.55052,0.0
2025-09-28 01:40:00-07:00,2025-09-28 08:40:00+00:00,2025-09-28 01:45:00-07:00,2025-09-28 08:45:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,44.37108,42.34777,0.0,2.02331,0.0
2025-09-28 01:40:00-07:00,2025-09-28 08:40:00+00:00,2025-09-28 01:45:00-07:00,2025-09-28 08:45:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,44.20683,42.34777,0.0,1.85907,0.0
2025-09-28 01:45:00-07:00,2025-09-28 08:45:00+00:00,2025-09-28 01:50:00-07:00,2025-09-28 08:50:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,42.13775,41.6422,0.0,0.49554,0.0
2025-09-28 01:45:00-07:00,2025-09-28 08:45:00+00:00,2025-09-28 01:50:00-07:00,2025-09-28 08:50:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,43.55008,41.6422,0.0,1.90788,0.0
2025-09-28 01:45:00-07:00,2025-09-28 08:45:00+00:00,2025-09-28 01:50:00-07:00,2025-09-28 08:50:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,43.40783,41.6422,0.0,1.76563,0.0
2025-09-28 01:50:00-07:00,2025-09-28 08:50:00+00:00,2025-09-28 01:55:00-07:00,2025-09-28 08:55:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,41.55889,41.07015,0.0,0.48873,0.0
2025-09-28 01:50:00-07:00,2025-09-28 08:50:00+00:00,2025-09-28 01:55:00-07:00,2025-09-28 08:55:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,42.95182,41.07015,0.0,1.88167,0.0
2025-09-28 01:50:00-07:00,2025-09-28 08:50:00+00:00,2025-09-28 01:55:00-07:00,2025-09-28 08:55:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,42.81153,41.07015,0.0,1.74137,0.0
2025-09-28 01:55:00-07:00,2025-09-28 08:55:00+00:00,2025-09-28 02:00:00-07:00,2025-09-28 09:00:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,41.52662,41.03827,0.0,0.48836,0.0
2025-09-28 01:55:00-07:00,2025-09-28 08:55:00+00:00,2025-09-28 02:00:00-07:00,2025-09-28 09:00:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,42.91847,41.03827,0.0,1.88021,0.0
2025-09-28 01:55:00-07:00,2025-09-28 08:55:00+00:00,2025-09-28 02:00:00-07:00,2025-09-28 09:00:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,42.77829,41.03827,0.0,1.74002,0.0
2025-09-28 02:00:00-07:00,2025-09-28 09:00:00+00:00,2025-09-28 02:05:00-07:00,2025-09-28 09:05:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.46736,43.78432,0.0,0.68304,0.0
2025-09-28 02:00:00-07:00,2025-09-28 09:00:00+00:00,2025-09-28 02:05:00-07:00,2025-09-28 09:05:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,46.00763,43.78432,0.0,2.2233,0.0
2025-09-28 02:00:00-07:00,2025-09-28 09:00:00+00:00,2025-09-28 02:05:00-07:00,2025-09-28 09:05:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.84219,43.78432,0.0,2.05786,0.0
2025-09-28 02:05:00-07:00,2025-09-28 09:05:00+00:00,2025-09-28 02:10:00-07:00,2025-09-28 09:10:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.86655,44.17738,0.0,0.68917,0.0
2025-09-28 02:05:00-07:00,2025-09-28 09:05:00+00:00,2025-09-28 02:10:00-07:00,2025-09-28 09:10:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,46.42064,44.17738,0.0,2.24326,0.0
2025-09-28 02:05:00-07:00,2025-09-28 09:05:00+00:00,2025-09-28 02:10:00-07:00,2025-09-28 09:10:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,46.25372,44.17738,0.0,2.07634,0.0
2025-09-28 02:10:00-07:00,2025-09-28 09:10:00+00:00,2025-09-28 02:15:00-07:00,2025-09-28 09:15:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.55012,43.86582,0.0,0.68431,0.0
2025-09-28 02:10:00-07:00,2025-09-28 09:10:00+00:00,2025-09-28 02:15:00-07:00,2025-09-28 09:15:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,46.09326,43.86582,0.0,2.22744,0.0
2025-09-28 02:10:00-07:00,2025-09-28 09:10:00+00:00,2025-09-28 02:15:00-07:00,2025-09-28 09:15:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.92751,43.86582,0.0,2.06169,0.0
2025-09-28 02:15:00-07:00,2025-09-28 09:15:00+00:00,2025-09-28 02:20:00-07:00,2025-09-28 09:20:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.4389,43.73047,0.0,0.70843,0.0
2025-09-28 02:15:00-07:00,2025-09-28 09:15:00+00:00,2025-09-28 02:20:00-07:00,2025-09-28 09:20:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.91885,43.73047,0.0,2.18838,0.0
2025-09-28 02:15:00-07:00,2025-09-28 09:15:00+00:00,2025-09-28 02:20:00-07:00,2025-09-28 09:20:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.75082,43.73047,0.0,2.02035,0.0
2025-09-28 02:20:00-07:00,2025-09-28 09:20:00+00:00,2025-09-28 02:25:00-07:00,2025-09-28 09:25:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.4389,43.73047,0.0,0.70843,0.0
2025-09-28 02:20:00-07:00,2025-09-28 09:20:00+00:00,2025-09-28 02:25:00-07:00,2025-09-28 09:25:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.91885,43.73047,0.0,2.18838,0.0
2025-09-28 02:20:00-07:00,2025-09-28 09:20:00+00:00,2025-09-28 02:25:00-07:00,2025-09-28 09:25:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.75082,43.73047,0.0,2.02035,0.0
2025-09-28 02:25:00-07:00,2025-09-28 09:25:00+00:00,2025-09-28 02:30:00-07:00,2025-09-28 09:30:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,43.63453,42.93892,0.0,0.69561,0.0
2025-09-28 02:25:00-07:00,2025-09-28 09:25:00+00:00,2025-09-28 02:30:00-07:00,2025-09-28 09:30:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.08769,42.93892,0.0,2.14877,0.0
2025-09-28 02:25:00-07:00,2025-09-28 09:25:00+00:00,2025-09-28 02:30:00-07:00,2025-09-28 09:30:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,44.9227,42.93892,0.0,1.98378,0.0
2025-09-28 02:30:00-07:00,2025-09-28 09:30:00+00:00,2025-09-28 02:35:00-07:00,2025-09-28 09:35:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.97245,44.17292,0.0,0.79953,0.0
2025-09-28 02:30:00-07:00,2025-09-28 09:30:00+00:00,2025-09-28 02:35:00-07:00,2025-09-28 09:35:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,46.36466,44.17292,0.0,2.19174,0.0
2025-09-28 02:30:00-07:00,2025-09-28 09:30:00+00:00,2025-09-28 02:35:00-07:00,2025-09-28 09:35:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,46.1872,44.17292,0.0,2.01429,0.0
2025-09-28 02:35:00-07:00,2025-09-28 09:35:00+00:00,2025-09-28 02:40:00-07:00,2025-09-28 09:40:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.60186,43.80892,0.0,0.79294,0.0
2025-09-28 02:35:00-07:00,2025-09-28 09:35:00+00:00,2025-09-28 02:40:00-07:00,2025-09-28 09:40:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.9826,43.80892,0.0,2.17368,0.0
2025-09-28 02:35:00-07:00,2025-09-28 09:35:00+00:00,2025-09-28 02:40:00-07:00,2025-09-28 09:40:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.80661,43.80892,0.0,1.99769,0.0
2025-09-28 02:40:00-07:00,2025-09-28 09:40:00+00:00,2025-09-28 02:45:00-07:00,2025-09-28 09:45:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.5133,43.72193,0.0,0.79137,0.0
2025-09-28 02:40:00-07:00,2025-09-28 09:40:00+00:00,2025-09-28 02:45:00-07:00,2025-09-28 09:45:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.8913,43.72193,0.0,2.16937,0.0
2025-09-28 02:40:00-07:00,2025-09-28 09:40:00+00:00,2025-09-28 02:45:00-07:00,2025-09-28 09:45:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.71565,43.72193,0.0,1.99372,0.0
2025-09-28 02:45:00-07:00,2025-09-28 09:45:00+00:00,2025-09-28 02:50:00-07:00,2025-09-28 09:50:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.65164,43.81047,0.0,0.84116,0.0
2025-09-28 02:45:00-07:00,2025-09-28 09:45:00+00:00,2025-09-28 02:50:00-07:00,2025-09-28 09:50:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.7477,43.81047,0.0,1.93723,0.0
2025-09-28 02:45:00-07:00,2025-09-28 09:45:00+00:00,2025-09-28 02:50:00-07:00,2025-09-28 09:50:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.80385,43.81047,0.0,1.99338,0.0
2025-09-28 02:50:00-07:00,2025-09-28 09:50:00+00:00,2025-09-28 02:55:00-07:00,2025-09-28 09:55:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.55704,43.71766,0.0,0.83938,0.0
2025-09-28 02:50:00-07:00,2025-09-28 09:50:00+00:00,2025-09-28 02:55:00-07:00,2025-09-28 09:55:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,45.65078,43.71766,0.0,1.93312,0.0
2025-09-28 02:50:00-07:00,2025-09-28 09:50:00+00:00,2025-09-28 02:55:00-07:00,2025-09-28 09:55:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,45.70681,43.71766,0.0,1.98915,0.0
2025-09-28 02:55:00-07:00,2025-09-28 09:55:00+00:00,2025-09-28 03:00:00-07:00,2025-09-28 10:00:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,44.90094,44.05508,0.0,0.84586,0.0
2025-09-28 02:55:00-07:00,2025-09-28 09:55:00+00:00,2025-09-28 03:00:00-07:00,2025-09-28 10:00:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,46.00312,44.05508,0.0,1.94804,0.0
2025-09-28 02:55:00-07:00,2025-09-28 09:55:00+00:00,2025-09-28 03:00:00-07:00,2025-09-28 10:00:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,46.05959,44.05508,0.0,2.00451,0.0
2025-09-28 03:00:00-07:00,2025-09-28 10:00:00+00:00,2025-09-28 03:05:00-07:00,2025-09-28 10:05:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,45.83629,44.97282,0.0,0.86348,0.0
2025-09-28 03:00:00-07:00,2025-09-28 10:00:00+00:00,2025-09-28 03:05:00-07:00,2025-09-28 10:05:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,46.94345,44.97282,0.0,1.97063,0.0
2025-09-28 03:00:00-07:00,2025-09-28 10:00:00+00:00,2025-09-28 03:05:00-07:00,2025-09-28 10:05:00+00:00,REAL_TIME_5_MIN,SNJOSEB_1_N001,Node,47.04606,44.97282,0.0,2.07325,0.0
2025-09-28 03:05:00-07:00,2025-09-28 10:05:00+00:00,2025-09-28 03:10:00-07:00,2025-09-28 10:10:00+00:00,REAL_TIME_5_MIN,OAKLAND_1_N001,Node,45.64296,44.78313,0.0,0.85984,0.0
2025-09-28 03:05:00-07:00,2025-09-28 10:05:00+00:00,2025-09-28 03:10:00-07:00,2025-09-28 10:10:00+00:00,REAL_TIME_5_MIN,PGSF_2_PDRP58-APND,AP Node,46.74545,44.78313,0.0,1.96232,0.0
